Abbateggio,1771.0,20160829_0000
Acciano,3372.5,20160829_0000
Accumoli,7464.5,20160829_0000
Acquacanina,2451.0,20160829_0000
Acqualagna,20561.5,20160829_0000
Acquapendente,36758.5,20160829_0000
Acquasanta Terme,15613.75,20160829_0000
Acquasparta,20656.75,20160829_0000
Acquaviva Picena,17345.75,20160829_0000
Agugliano,15990.5,20160829_0000
Alanno,12020.75,20160829_0000
Alba Adriatica,66399.75,20160829_0000
Allerona,11394.0,20160829_0000
Allumiere,7390.75,20160829_0000
Altidona,17524.0,20160829_0000
Alviano,4747.25,20160829_0000
Amandola,24044.75,20160829_0000
Amatrice,13752.75,20160829_0000
Amelia,51984.75,20160829_0000
Ancarano,9915.0,20160829_0000
Ancona,332734.75,20160829_0000
Anghiari,48566.5,20160829_0000
Antrodoco,10471.25,20160829_0000
Apecchio,14154.25,20160829_0000
Apiro,14899.25,20160829_0000
Appignano,15187.75,20160829_0000
Appignano del Tronto,10102.5,20160829_0000
Arcevia,29758.25,20160829_0000
Arezzo,490637.75,20160829_0000
Ari,4035.25,20160829_0000
Arielli,5397.75,20160829_0000
Arlena di Castro,158.25,20160829_0000
Arquata del Tronto,4040.0,20160829_0000
Arrone,10652.25,20160829_0000
Arsita,3696.5,20160829_0000
Ascoli Piceno,166323.0,20160829_0000
Ascrea,1544.75,20160829_0000
Assisi,153648.25,20160829_0000
Atri,33741.25,20160829_0000
Attigliano,4131.25,20160829_0000
Avigliano Umbro,11774.5,20160829_0000
Badia Tedalda,10597.75,20160829_0000
Bagnoregio,12793.0,20160829_0000
Barbara,5646.75,20160829_0000
Barbarano Romano,9968.75,20160829_0000
Barchi,5149.25,20160829_0000
Barete,4641.75,20160829_0000
Barisciano,14887.25,20160829_0000
Baschi,11686.5,20160829_0000
Basciano,6074.0,20160829_0000
Bassano Romano,14523.25,20160829_0000
Bassano in Teverina,3663.25,20160829_0000
Bastia Umbra,80410.0,20160829_0000
Belforte all'Isauro,2993.75,20160829_0000
Belforte del Chienti,9932.0,20160829_0000
Bellante,15289.25,20160829_0000
Belmonte Piceno,4533.25,20160829_0000
Belmonte in Sabina,3089.5,20160829_0000
Belvedere Ostrense,10327.5,20160829_0000
Bettona,28963.5,20160829_0000
Bevagna,34529.0,20160829_0000
Bibbiena,13365.0,20160829_0000
Bisenti,6108.5,20160829_0000
Blera,14526.5,20160829_0000
Bolognano,4949.5,20160829_0000
Bolognola,2969.0,20160829_0000
Bolsena,28463.75,20160829_0000
Bomarzo,10404.25,20160829_0000
Borbona,3763.0,20160829_0000
Borgo Pace,7061.75,20160829_0000
Borgo Velino,5241.0,20160829_0000
Borgorose,12045.25,20160829_0000
Bracciano,6180.5,20160829_0000
Brittoli,2261.0,20160829_0000
Bucchianico,28360.75,20160829_0000
Bussi sul Tirino,5358.5,20160829_0000
Cagli,69222.75,20160829_0000
Cagnano Amiterno,6703.75,20160829_0000
Calascio,3121.25,20160829_0000
Calcata,2859.5,20160829_0000
Caldarola,10615.5,20160829_0000
Calvi dell'Umbria,7473.25,20160829_0000
Camerano,31472.75,20160829_0000
Camerata Picena,14225.5,20160829_0000
Camerino,41077.75,20160829_0000
Campagnano di Roma,1599.25,20160829_0000
Campello sul Clitunno,16364.75,20160829_0000
Campli,17231.0,20160829_0000
Campofilone,6586.5,20160829_0000
Camporotondo di Fiastrone,2246.5,20160829_0000
Campotosto,2318.0,20160829_0000
Canale Monterano,991.25,20160829_0000
Canepina,13621.75,20160829_0000
Cannara,24533.0,20160829_0000
Canosa Sannita,3815.0,20160829_0000
Cantalice,10661.5,20160829_0000
Cantalupo in Sabina,3607.75,20160829_0000
Cantiano,15680.5,20160829_0000
Canzano,4674.5,20160829_0000
Capena,2754.5,20160829_0000
Capestrano,3392.75,20160829_0000
Capitignano,1635.25,20160829_0000
Capodimonte,12486.75,20160829_0000
Capolona,20113.25,20160829_0000
Caporciano,1241.5,20160829_0000
Cappelle sul Tavo,12577.5,20160829_0000
Capranica,22610.0,20160829_0000
Caprarola,17171.25,20160829_0000
Caprese Michelangelo,14348.0,20160829_0000
Caramanico Terme,8002.75,20160829_0000
Carapelle Calvisio,859.75,20160829_0000
Carassai,5925.25,20160829_0000
Carbognano,7881.0,20160829_0000
Carpegna,2216.5,20160829_0000
Carpineto della Nora,3405.5,20160829_0000
Carsoli,342.25,20160829_0000
Cartoceto,6218.0,20160829_0000
Casacanditella,5085.0,20160829_0000
Casalincontrada,7194.25,20160829_0000
Casaprota,2297.75,20160829_0000
Cascia,23859.75,20160829_0000
Casoli,1741.0,20160829_0000
Casperia,6289.0,20160829_0000
Castel Castagna,2917.5,20160829_0000
Castel Focognano,9079.0,20160829_0000
Castel Frentano,13369.75,20160829_0000
Castel Giorgio,5281.75,20160829_0000
Castel Ritaldi,9679.75,20160829_0000
Castel Sant'Angelo,6986.0,20160829_0000
Castel Sant'Elia,12091.0,20160829_0000
Castel Viscardo,4619.25,20160829_0000
Castel del Monte,5648.75,20160829_0000
Castel di Lama,8772.25,20160829_0000
Castel di Tora,2189.75,20160829_0000
Castelbellino,14546.75,20160829_0000
Casteldelci,2133.25,20160829_0000
Castelfidardo,58625.25,20160829_0000
Castellalto,18645.0,20160829_0000
Castelleone di Suasa,8315.75,20160829_0000
Castelli,9638.0,20160829_0000
Castelnuovo di Farfa,2640.75,20160829_0000
Castelplanio,14571.5,20160829_0000
Castelraimondo,21101.0,20160829_0000
Castelsantangelo sul Nera,3218.0,20160829_0000
Castelvecchio Calvisio,995.0,20160829_0000
Castiglion Fiorentino,78440.25,20160829_0000
Castiglione Messer Raimondo,7324.5,20160829_0000
Castiglione a Casauria,4407.25,20160829_0000
Castiglione del Lago,101758.5,20160829_0000
Castiglione in Teverina,5477.0,20160829_0000
Castignano,12200.25,20160829_0000
Castilenti,6798.0,20160829_0000
Castorano,7247.75,20160829_0000
Catignano,3118.5,20160829_0000
Celano,5.75,20160829_0000
Celleno,4028.75,20160829_0000
Cellino Attanasio,8986.25,20160829_0000
Cepagatti,41571.0,20160829_0000
Cermignano,5545.5,20160829_0000
