Abbateggio,1824.0,20160920_0000
Acciano,2510.75,20160920_0000
Accumoli,5041.25,20160920_0000
Acquacanina,1950.25,20160920_0000
Acqualagna,20946.0,20160920_0000
Acquapendente,36322.25,20160920_0000
Acquasanta Terme,15744.75,20160920_0000
Acquasparta,20905.5,20160920_0000
Acquaviva Picena,17348.0,20160920_0000
Agugliano,17514.0,20160920_0000
Alanno,10700.25,20160920_0000
Alba Adriatica,27911.75,20160920_0000
Allerona,11325.75,20160920_0000
Allumiere,5474.75,20160920_0000
Altidona,11890.75,20160920_0000
Alviano,4437.25,20160920_0000
Amandola,25443.5,20160920_0000
Amatrice,14574.0,20160920_0000
Amelia,50987.25,20160920_0000
Ancarano,11463.5,20160920_0000
Ancona,368038.5,20160920_0000
Anghiari,49038.0,20160920_0000
Antrodoco,9829.75,20160920_0000
Apecchio,13677.5,20160920_0000
Apiro,14465.5,20160920_0000
Appignano,17929.25,20160920_0000
Appignano del Tronto,10786.0,20160920_0000
Arcevia,28568.0,20160920_0000
Arezzo,543030.0,20160920_0000
Ari,4370.25,20160920_0000
Arielli,5286.5,20160920_0000
Arlena di Castro,159.5,20160920_0000
Arquata del Tronto,6871.5,20160920_0000
Arrone,9719.5,20160920_0000
Arsita,3871.0,20160920_0000
Ascoli Piceno,194396.0,20160920_0000
Ascrea,880.5,20160920_0000
Assisi,180028.75,20160920_0000
Atri,31972.75,20160920_0000
Attigliano,3960.25,20160920_0000
Avigliano Umbro,10960.0,20160920_0000
Badia Tedalda,8404.5,20160920_0000
Bagnoregio,11756.0,20160920_0000
Barbara,5390.0,20160920_0000
Barbarano Romano,9179.25,20160920_0000
Barchi,5079.5,20160920_0000
Barete,5073.0,20160920_0000
Barisciano,12495.5,20160920_0000
Baschi,10761.25,20160920_0000
Basciano,6067.25,20160920_0000
Bassano Romano,14798.0,20160920_0000
Bassano in Teverina,3608.25,20160920_0000
Bastia Umbra,93315.75,20160920_0000
Belforte all'Isauro,3377.0,20160920_0000
Belforte del Chienti,9858.25,20160920_0000
Bellante,16354.75,20160920_0000
Belmonte Piceno,4917.0,20160920_0000
Belmonte in Sabina,2827.25,20160920_0000
Belvedere Ostrense,16171.0,20160920_0000
Bettona,29162.75,20160920_0000
Bevagna,33628.0,20160920_0000
Bibbiena,13829.5,20160920_0000
Bisenti,5939.0,20160920_0000
Blera,13212.0,20160920_0000
Bolognano,5135.0,20160920_0000
Bolognola,2761.75,20160920_0000
Bolsena,21907.75,20160920_0000
Bomarzo,9919.5,20160920_0000
Borbona,2160.25,20160920_0000
Borgo Pace,5304.25,20160920_0000
Borgo Velino,4816.75,20160920_0000
Borgorose,9454.0,20160920_0000
Bracciano,6335.75,20160920_0000
Brittoli,2067.25,20160920_0000
Bucchianico,29265.25,20160920_0000
Bussi sul Tirino,4504.5,20160920_0000
Cagli,67103.25,20160920_0000
Cagnano Amiterno,6551.0,20160920_0000
Calascio,2263.75,20160920_0000
Calcata,3048.0,20160920_0000
Caldarola,10453.5,20160920_0000
Calvi dell'Umbria,6547.25,20160920_0000
Camerano,32564.0,20160920_0000
Camerata Picena,15707.5,20160920_0000
Camerino,46474.75,20160920_0000
Campagnano di Roma,1845.75,20160920_0000
Campello sul Clitunno,17495.75,20160920_0000
Campli,19691.75,20160920_0000
Campofilone,4806.75,20160920_0000
Camporotondo di Fiastrone,2247.5,20160920_0000
Campotosto,890.0,20160920_0000
Canale Monterano,989.25,20160920_0000
Canepina,13182.0,20160920_0000
Cannara,24724.5,20160920_0000
Canosa Sannita,3817.5,20160920_0000
Cantalice,9941.0,20160920_0000
Cantalupo in Sabina,3505.5,20160920_0000
Cantiano,13084.75,20160920_0000
Canzano,4858.5,20160920_0000
Capena,3190.0,20160920_0000
Capestrano,3036.0,20160920_0000
Capitignano,1399.75,20160920_0000
Capodimonte,8830.25,20160920_0000
Capolona,20645.5,20160920_0000
Caporciano,1093.5,20160920_0000
Cappelle sul Tavo,13383.25,20160920_0000
Capranica,22605.5,20160920_0000
Caprarola,14885.5,20160920_0000
Caprese Michelangelo,14217.5,20160920_0000
Caramanico Terme,7853.5,20160920_0000
Carapelle Calvisio,675.5,20160920_0000
Carassai,5517.75,20160920_0000
Carbognano,4842.75,20160920_0000
Carpegna,2269.0,20160920_0000
Carpineto della Nora,3175.75,20160920_0000
Carsoli,264.75,20160920_0000
Cartoceto,7089.25,20160920_0000
Casacanditella,5203.5,20160920_0000
Casalincontrada,7703.25,20160920_0000
Casaprota,1762.5,20160920_0000
Cascia,22898.25,20160920_0000
Casoli,1699.25,20160920_0000
Casperia,5747.0,20160920_0000
Castel Castagna,2685.0,20160920_0000
Castel Focognano,9258.25,20160920_0000
Castel Frentano,13348.0,20160920_0000
Castel Giorgio,4581.5,20160920_0000
Castel Ritaldi,9851.0,20160920_0000
Castel Sant'Angelo,6768.0,20160920_0000
Castel Sant'Elia,11810.5,20160920_0000
Castel Viscardo,4544.0,20160920_0000
Castel del Monte,4762.0,20160920_0000
Castel di Lama,9379.5,20160920_0000
Castel di Tora,1093.0,20160920_0000
Castelbellino,15068.5,20160920_0000
Casteldelci,1687.5,20160920_0000
Castelfidardo,65477.0,20160920_0000
Castellalto,20018.5,20160920_0000
Castelleone di Suasa,7736.0,20160920_0000
Castelli,8755.5,20160920_0000
Castelnuovo di Farfa,2543.5,20160920_0000
Castelplanio,15043.5,20160920_0000
Castelraimondo,23825.0,20160920_0000
Castelsantangelo sul Nera,2952.75,20160920_0000
Castelvecchio Calvisio,730.5,20160920_0000
Castiglion Fiorentino,80682.75,20160920_0000
Castiglione Messer Raimondo,7601.75,20160920_0000
Castiglione a Casauria,4113.75,20160920_0000
Castiglione del Lago,101078.0,20160920_0000
Castiglione in Teverina,5277.0,20160920_0000
Castignano,12560.25,20160920_0000
Castilenti,6227.0,20160920_0000
Castorano,7543.75,20160920_0000
Catignano,3024.5,20160920_0000
Celano,4.0,20160920_0000
Celleno,4098.0,20160920_0000
Cellino Attanasio,8707.75,20160920_0000
Cepagatti,45273.75,20160920_0000
Cermignano,5621.75,20160920_0000
Cerreto d'Esi,10683.25,20160920_0000
Cerreto di Spoleto,6742.5,20160920_0000
Cessapalombo,5342.25,20160920_0000
Cetona,15292.5,20160920_0000
Chianciano Terme,6535.5,20160920_0000
Chiaravalle,56935.5,20160920_0000
Chieti,166277.0,20160920_0000
Chitignano,4251.75,20160920_0000
Chiusi,42660.75,20160920_0000
Chiusi della Verna,16062.25,20160920_0000
Cingoli,50427.5,20160920_0000
Citerna,16135.75,20160920_0000
Cittaducale,24066.25,20160920_0000
Cittareale,2572.5,20160920_0000
Città Sant'Angelo,72121.25,20160920_0000
Città della Pieve,42345.75,20160920_0000
Città di Castello,202788.75,20160920_0000
Civita Castellana,60167.75,20160920_0000
Civitanova Marche,149758.0,20160920_0000
Civitaquana,3609.0,20160920_0000
Civitella Casanova,6483.0,20160920_0000
Civitella San Paolo,12156.0,20160920_0000
Civitella d'Agliano,8302.0,20160920_0000
Civitella del Tronto,24014.5,20160920_0000
Collalto Sabino,293.0,20160920_0000
Collazzone,19969.5,20160920_0000
Colle di Tora,1019.0,20160920_0000
Collecorvino,22995.75,20160920_0000
Colledara,8101.75,20160920_0000
Collegiove,345.25,20160920_0000
Collepietro,1484.25,20160920_0000
Collevecchio,6952.75,20160920_0000
Colli del Tronto,7959.5,20160920_0000
Colli sul Velino,2713.0,20160920_0000
Colmurano,3001.0,20160920_0000
Colonnella,18404.25,20160920_0000
Comunanza,15658.25,20160920_0000
Concerviano,2195.0,20160920_0000
Configni,5069.0,20160920_0000
Contigliano,18796.0,20160920_0000
Controguerra,11230.75,20160920_0000
Corchiano,11343.0,20160920_0000
Corciano,74248.5,20160920_0000
Corfinio,202.75,20160920_0000
Corinaldo,40845.25,20160920_0000
Corridonia,67650.25,20160920_0000
Corropoli,13004.75,20160920_0000
Cortino,3803.25,20160920_0000
Cortona,162231.75,20160920_0000
Corvara,1706.75,20160920_0000
Cossignano,3378.0,20160920_0000
Costacciaro,10839.0,20160920_0000
Cottanello,7272.5,20160920_0000
Crecchio,7574.25,20160920_0000
Crognaleto,6766.0,20160920_0000
Cugnoli,2617.5,20160920_0000
Cupra Marittima,23980.0,20160920_0000
Cupramontana,17240.75,20160920_0000
Deruta,38725.25,20160920_0000
Elice,4979.75,20160920_0000
Esanatoglia,9851.0,20160920_0000
Fabriano,141730.75,20160920_0000
Fabrica di Roma,17782.5,20160920_0000
