Abbateggio,1590.75,20150606_0000
Acciano,2101.75,20150606_0000
Accumoli,5096.25,20150606_0000
Acquacanina,2095.75,20150606_0000
Acqualagna,20615.0,20150606_0000
Acquapendente,31477.25,20150606_0000
Acquasanta Terme,13573.25,20150606_0000
Acquasparta,17697.25,20150606_0000
Acquaviva Picena,14920.25,20150606_0000
Agugliano,15652.75,20150606_0000
Alanno,9764.0,20150606_0000
Alba Adriatica,27304.5,20150606_0000
Allerona,9836.25,20150606_0000
Allumiere,5477.25,20150606_0000
Altidona,10619.0,20150606_0000
Alviano,4633.5,20150606_0000
Amandola,20658.75,20150606_0000
Amatrice,11784.5,20150606_0000
Amelia,49367.5,20150606_0000
Ancarano,10782.5,20150606_0000
Ancona,348243.5,20150606_0000
Anghiari,47440.5,20150606_0000
Antrodoco,8938.75,20150606_0000
Apecchio,11050.0,20150606_0000
Apiro,10940.75,20150606_0000
Appignano,16981.0,20150606_0000
Appignano del Tronto,9238.25,20150606_0000
Arcevia,27448.5,20150606_0000
Arezzo,412973.5,20150606_0000
Ari,3367.25,20150606_0000
Arielli,4155.5,20150606_0000
Arlena di Castro,159.5,20150606_0000
Arquata del Tronto,4795.25,20150606_0000
Arrone,8373.0,20150606_0000
Arsita,3469.0,20150606_0000
Ascoli Piceno,160833.0,20150606_0000
Ascrea,778.25,20150606_0000
Assisi,150043.75,20150606_0000
Atri,29971.75,20150606_0000
Attigliano,4206.75,20150606_0000
Avigliano Umbro,9579.5,20150606_0000
Badia Tedalda,6582.75,20150606_0000
Bagnoregio,9284.0,20150606_0000
Barbara,5154.25,20150606_0000
Barbarano Romano,7879.25,20150606_0000
Barchi,4406.5,20150606_0000
Barete,3830.75,20150606_0000
Barisciano,10011.75,20150606_0000
Baschi,11768.5,20150606_0000
Basciano,5593.0,20150606_0000
Bassano Romano,13328.75,20150606_0000
Bassano in Teverina,3169.0,20150606_0000
Bastia Umbra,85316.75,20150606_0000
Belforte all'Isauro,2595.25,20150606_0000
Belforte del Chienti,8235.75,20150606_0000
Bellante,12559.0,20150606_0000
Belmonte Piceno,4769.25,20150606_0000
Belmonte in Sabina,3002.0,20150606_0000
Belvedere Ostrense,11170.25,20150606_0000
Bettona,27660.5,20150606_0000
Bevagna,28969.25,20150606_0000
Bibbiena,11864.0,20150606_0000
Bisenti,6044.25,20150606_0000
Blera,12340.5,20150606_0000
Bolognano,4326.25,20150606_0000
Bolognola,2448.25,20150606_0000
Bolsena,23153.5,20150606_0000
Bomarzo,8250.5,20150606_0000
Borbona,2719.5,20150606_0000
Borgo Pace,4701.0,20150606_0000
Borgo Velino,4013.0,20150606_0000
Borgorose,11046.5,20150606_0000
Bracciano,8097.25,20150606_0000
Brittoli,1577.25,20150606_0000
Bucchianico,24100.0,20150606_0000
