Abbateggio,1889.75,20170820_0000
Acciano,4986.75,20170820_0000
Accumoli,3424.0,20170820_0000
Acquacanina,2438.0,20170820_0000
Acqualagna,22311.25,20170820_0000
Acquapendente,47920.5,20170820_0000
Acquasanta Terme,16973.25,20170820_0000
Acquasparta,24540.0,20170820_0000
Acquaviva Picena,18910.5,20170820_0000
Agugliano,14559.0,20170820_0000
Alanno,12368.0,20170820_0000
Alba Adriatica,118928.25,20170820_0000
Allerona,13650.0,20170820_0000
Allumiere,12711.0,20170820_0000
Altidona,27036.5,20170820_0000
Alviano,3734.5,20170820_0000
Amandola,28290.25,20170820_0000
Amatrice,15550.25,20170820_0000
Amelia,53749.5,20170820_0000
Ancarano,10041.75,20170820_0000
Ancona,325125.5,20170820_0000
Anghiari,43655.25,20170820_0000
Antrodoco,14846.5,20170820_0000
Apecchio,15748.75,20170820_0000
Apiro,13270.25,20170820_0000
Appignano,16243.75,20170820_0000
Appignano del Tronto,9930.75,20170820_0000
Arcevia,28363.5,20170820_0000
Arezzo,485069.5,20170820_0000
Ari,5170.25,20170820_0000
Arielli,6067.75,20170820_0000
Arlena di Castro,159.5,20170820_0000
Arquata del Tronto,2601.0,20170820_0000
Arrone,14492.25,20170820_0000
Arsita,3768.5,20170820_0000
Ascoli Piceno,168998.0,20170820_0000
Ascrea,2841.0,20170820_0000
Assisi,177641.25,20170820_0000
Atri,43831.75,20170820_0000
Attigliano,5118.5,20170820_0000
Avigliano Umbro,14130.0,20170820_0000
Badia Tedalda,16182.5,20170820_0000
Bagnoregio,15854.25,20170820_0000
Barbara,5634.75,20170820_0000
Barbarano Romano,10157.75,20170820_0000
Barchi,4749.5,20170820_0000
Barete,5174.5,20170820_0000
Barisciano,13945.5,20170820_0000
Baschi,18167.5,20170820_0000
Basciano,5916.5,20170820_0000
Bassano Romano,18489.25,20170820_0000
Bassano in Teverina,4649.75,20170820_0000
Bastia Umbra,82583.25,20170820_0000
Belforte all'Isauro,2970.5,20170820_0000
Belforte del Chienti,9362.5,20170820_0000
Bellante,17202.25,20170820_0000
Belmonte Piceno,3792.0,20170820_0000
Belmonte in Sabina,4442.5,20170820_0000
Belvedere Ostrense,10467.5,20170820_0000
Bettona,26243.5,20170820_0000
Bevagna,32038.25,20170820_0000
Bibbiena,15447.25,20170820_0000
Bisenti,6340.75,20170820_0000
Blera,15363.75,20170820_0000
Bolognano,5974.5,20170820_0000
Bolognola,2873.5,20170820_0000
Bolsena,40794.25,20170820_0000
Bomarzo,10403.0,20170820_0000
Borbona,7708.25,20170820_0000
Borgo Pace,7197.25,20170820_0000
Borgo Velino,6518.75,20170820_0000
Borgorose,20325.0,20170820_0000
Bracciano,7984.5,20170820_0000
Brittoli,2607.25,20170820_0000
Bucchianico,26725.75,20170820_0000
Bussi sul Tirino,6133.5,20170820_0000
Cagli,75922.5,20170820_0000
Cagnano Amiterno,8489.5,20170820_0000
Calascio,4670.75,20170820_0000
Calcata,2789.0,20170820_0000
Caldarola,10388.75,20170820_0000
Calvi dell'Umbria,9621.5,20170820_0000
Camerano,32319.0,20170820_0000
Camerata Picena,15218.5,20170820_0000
Camerino,33754.5,20170820_0000
Campagnano di Roma,1784.5,20170820_0000
Campello sul Clitunno,23431.0,20170820_0000
Campli,28432.0,20170820_0000
Campofilone,8860.5,20170820_0000
Camporotondo di Fiastrone,2325.25,20170820_0000
Campotosto,3674.0,20170820_0000
Canale Monterano,1126.75,20170820_0000
Canepina,13052.0,20170820_0000
Cannara,22972.5,20170820_0000
Canosa Sannita,5247.25,20170820_0000
Cantalice,11981.75,20170820_0000
Cantalupo in Sabina,3936.25,20170820_0000
Cantiano,20953.0,20170820_0000
Canzano,4565.25,20170820_0000
Capena,2593.75,20170820_0000
Capestrano,6429.5,20170820_0000
Capitignano,2782.0,20170820_0000
Capodimonte,15334.0,20170820_0000
Capolona,18892.0,20170820_0000
Caporciano,3117.5,20170820_0000
Cappelle sul Tavo,12121.0,20170820_0000
