Abbateggio,1730.5,20170408_0000
Acciano,2166.0,20170408_0000
Accumoli,1168.25,20170408_0000
Acquacanina,1198.5,20170408_0000
Acqualagna,24117.0,20170408_0000
Acquapendente,37787.25,20170408_0000
Acquasanta Terme,14520.5,20170408_0000
Acquasparta,22495.0,20170408_0000
Acquaviva Picena,17781.5,20170408_0000
Agugliano,16586.5,20170408_0000
Alanno,11289.75,20170408_0000
Alba Adriatica,27115.0,20170408_0000
Allerona,11459.25,20170408_0000
Allumiere,5753.25,20170408_0000
Altidona,14762.75,20170408_0000
Alviano,5593.75,20170408_0000
Amandola,24092.5,20170408_0000
Amatrice,8592.75,20170408_0000
Amelia,51586.5,20170408_0000
Ancarano,10327.75,20170408_0000
Ancona,367231.75,20170408_0000
Anghiari,48007.25,20170408_0000
Antrodoco,9663.5,20170408_0000
Apecchio,13491.5,20170408_0000
Apiro,12052.0,20170408_0000
Appignano,19473.25,20170408_0000
Appignano del Tronto,9935.5,20170408_0000
Arcevia,27859.0,20170408_0000
Arezzo,603348.0,20170408_0000
Ari,4041.75,20170408_0000
Arielli,5061.75,20170408_0000
Arlena di Castro,169.5,20170408_0000
Arquata del Tronto,1278.5,20170408_0000
Arrone,10682.75,20170408_0000
Arsita,3652.25,20170408_0000
Ascoli Piceno,199905.5,20170408_0000
Ascrea,694.25,20170408_0000
Assisi,169500.5,20170408_0000
Atri,34539.5,20170408_0000
Attigliano,4628.75,20170408_0000
Avigliano Umbro,12440.0,20170408_0000
Badia Tedalda,8004.5,20170408_0000
Bagnoregio,12691.25,20170408_0000
Barbara,5671.25,20170408_0000
Barbarano Romano,9205.0,20170408_0000
Barchi,4745.75,20170408_0000
Barete,4619.75,20170408_0000
Barisciano,13029.5,20170408_0000
Baschi,10912.75,20170408_0000
Basciano,6391.75,20170408_0000
Bassano Romano,16057.5,20170408_0000
Bassano in Teverina,4146.75,20170408_0000
Bastia Umbra,90530.5,20170408_0000
Belforte all'Isauro,3530.25,20170408_0000
Belforte del Chienti,10493.25,20170408_0000
Bellante,17528.75,20170408_0000
Belmonte Piceno,4494.75,20170408_0000
Belmonte in Sabina,5441.75,20170408_0000
Belvedere Ostrense,11864.75,20170408_0000
Bettona,26604.75,20170408_0000
Bevagna,30031.25,20170408_0000
Bibbiena,14205.75,20170408_0000
Bisenti,5311.25,20170408_0000
Blera,13889.0,20170408_0000
Bolognano,4833.75,20170408_0000
Bolognola,2143.25,20170408_0000
Bolsena,19105.25,20170408_0000
Bomarzo,10078.25,20170408_0000
Borbona,3168.0,20170408_0000
Borgo Pace,5289.75,20170408_0000
Borgo Velino,5108.75,20170408_0000
Borgorose,10501.0,20170408_0000
Bracciano,6844.25,20170408_0000
Brittoli,2102.75,20170408_0000
Bucchianico,28011.75,20170408_0000
Bussi sul Tirino,4421.75,20170408_0000
Cagli,67844.25,20170408_0000
Cagnano Amiterno,6184.0,20170408_0000
Calascio,2245.5,20170408_0000
Calcata,2918.0,20170408_0000
Caldarola,11079.0,20170408_0000
Calvi dell'Umbria,9868.75,20170408_0000
Camerano,33363.5,20170408_0000
Camerata Picena,17305.25,20170408_0000
Camerino,37849.5,20170408_0000
Campagnano di Roma,1899.75,20170408_0000
Campello sul Clitunno,19771.0,20170408_0000
Campli,19238.0,20170408_0000
Campofilone,5372.0,20170408_0000
Camporotondo di Fiastrone,2527.25,20170408_0000
Campotosto,585.0,20170408_0000
Canale Monterano,977.0,20170408_0000
Canepina,13090.5,20170408_0000
Cannara,21976.25,20170408_0000
Canosa Sannita,3885.75,20170408_0000
Cantalice,8337.25,20170408_0000
Cantalupo in Sabina,4062.5,20170408_0000
Cantiano,13085.25,20170408_0000
Canzano,4871.5,20170408_0000
Capena,3113.25,20170408_0000
Capestrano,3269.0,20170408_0000
