Abbateggio,1662.25,20150418_0000
Acciano,2285.0,20150418_0000
Accumoli,4679.0,20150418_0000
Acquacanina,1862.5,20150418_0000
Acqualagna,21515.5,20150418_0000
Acquapendente,31877.25,20150418_0000
Acquasanta Terme,14117.0,20150418_0000
Acquasparta,19095.75,20150418_0000
Acquaviva Picena,15107.5,20150418_0000
Agugliano,16370.75,20150418_0000
Alanno,9383.25,20150418_0000
Alba Adriatica,21411.0,20150418_0000
Allerona,9695.25,20150418_0000
Allumiere,4931.75,20150418_0000
Altidona,7783.25,20150418_0000
Alviano,4694.25,20150418_0000
Amandola,21817.5,20150418_0000
Amatrice,11846.0,20150418_0000
Amelia,49569.75,20150418_0000
Ancarano,9883.0,20150418_0000
Ancona,346668.75,20150418_0000
Anghiari,46242.5,20150418_0000
Antrodoco,9199.75,20150418_0000
Apecchio,11964.5,20150418_0000
Apiro,11661.25,20150418_0000
Appignano,17823.5,20150418_0000
Appignano del Tronto,9711.0,20150418_0000
Arcevia,26778.25,20150418_0000
Arezzo,470681.75,20150418_0000
Ari,3202.75,20150418_0000
Arielli,4068.5,20150418_0000
Arlena di Castro,155.25,20150418_0000
Arquata del Tronto,4654.5,20150418_0000
Arrone,8328.25,20150418_0000
Arsita,3839.0,20150418_0000
Ascoli Piceno,172562.5,20150418_0000
Ascrea,955.75,20150418_0000
Assisi,157821.5,20150418_0000
Atri,29409.75,20150418_0000
Attigliano,4499.75,20150418_0000
Avigliano Umbro,10549.25,20150418_0000
Badia Tedalda,7399.25,20150418_0000
Bagnoregio,9329.25,20150418_0000
Barbara,4953.5,20150418_0000
Barbarano Romano,8765.5,20150418_0000
Barchi,4621.75,20150418_0000
Barete,4104.5,20150418_0000
Barisciano,11275.75,20150418_0000
Baschi,11413.0,20150418_0000
Basciano,5641.25,20150418_0000
Bassano Romano,13999.5,20150418_0000
Bassano in Teverina,3514.25,20150418_0000
Bastia Umbra,86262.75,20150418_0000
Belforte all'Isauro,2948.75,20150418_0000
Belforte del Chienti,9177.5,20150418_0000
Bellante,13269.75,20150418_0000
Belmonte Piceno,4635.75,20150418_0000
Belmonte in Sabina,2712.75,20150418_0000
Belvedere Ostrense,11068.0,20150418_0000
Bettona,26397.0,20150418_0000
Bevagna,30541.5,20150418_0000
Bibbiena,11457.25,20150418_0000
Bisenti,5775.0,20150418_0000
Blera,13344.75,20150418_0000
Bolognano,4652.75,20150418_0000
Bolognola,2538.75,20150418_0000
Bolsena,19636.5,20150418_0000
Bomarzo,8861.5,20150418_0000
Borbona,2959.5,20150418_0000
Borgo Pace,4662.5,20150418_0000
Borgo Velino,4480.75,20150418_0000
Borgorose,10050.0,20150418_0000
Bracciano,7736.25,20150418_0000
Brittoli,1708.75,20150418_0000
Bucchianico,23627.25,20150418_0000
Bussi sul Tirino,4119.5,20150418_0000
Cagli,64938.0,20150418_0000
Cagnano Amiterno,5858.5,20150418_0000
Calascio,2137.75,20150418_0000
Calcata,2532.75,20150418_0000
Caldarola,10020.75,20150418_0000
Calvi dell'Umbria,6060.75,20150418_0000
Camerano,26652.25,20150418_0000
Camerata Picena,15924.5,20150418_0000
Camerino,39261.75,20150418_0000
Campagnano di Roma,1196.5,20150418_0000
Campello sul Clitunno,13986.5,20150418_0000
Campli,16033.0,20150418_0000
Campofilone,4226.0,20150418_0000
Camporotondo di Fiastrone,1823.5,20150418_0000
Campotosto,619.5,20150418_0000
Canale Monterano,842.25,20150418_0000
Canepina,11079.5,20150418_0000
Cannara,22629.75,20150418_0000
