"SP_ID","assoc_comuni"
"6374 1","Ancona"
"6375 1","Ancona"
"6376 1","Ancona"
"6377 1","Ancona"
"6378 1","Ancona"
"6379 1","Ancona"
"6380 1","Ancona"
"6381 1","Ancona"
"6382 1","Ancona"
"6383 1","Ancona"
"6384 1","Ancona"
"6385 1","Ancona"
"6386 1","Ancona"
"6387 1","Ancona"
"6388 1","Ancona"
"6389 1","Ancona"
"6390 1","Ancona"
"6391 1","Ancona"
"6392 1","Ancona"
"6393 1","Ancona"
"6394 1","Ancona"
"6395 1","Ancona"
"6396 1","Ancona"
"6397 1","Ancona"
"6398 1","Ancona"
"6399 1","Ancona"
"6400 1","Ancona"
"6401 1","Ancona"
"6402 1","Ancona"
"6403 1","Ancona"
"6404 1","Ancona"
"6405 1","Ancona"
"6408 1","Pollenza"
"6450 1","Pollenza"
"6473 1","Civitanova Marche"
"6535 1","Civitanova Marche"
"6536 1","Civitanova Marche"
"6585 1","Jesi"
"6586 1","Jesi"
"6587 1","Jesi"
"6588 1","Jesi"
"6589 1","Jesi"
"6590 1","Jesi"
"6591 1","Jesi"
"6592 1","Jesi"
"6593 1","Jesi"
"6594 1","Jesi"
"6595 1","Jesi"
"6596 1","Jesi"
"6597 1","Jesi"
"6598 1","Jesi"
"6599 1","Jesi"
"6600 1","Jesi"
"6601 1","Jesi"
"6602 1","Jesi"
"6603 1","Ancona"
"6604 1","Ancona"
"6605 1","Ancona"
"6606 1","Ancona"
"6607 1","Ancona"
"6608 1","Ancona"
"6609 1","Ancona"
"6610 1","Ancona"
"6611 1","Ancona"
"6612 1","Ancona"
"6613 1","Ancona"
"6614 1","Ancona"
"6615 1","Ancona"
"6616 1","Ancona"
"6617 1","Ancona"
"6618 1","Ancona"
"6619 1","Ancona"
"6620 1","Ancona"
"6621 1","Ancona"
"6622 1","Ancona"
"6623 1","Ancona"
"6624 1","Ancona"
"6625 1","Ancona"
"6626 1","Ancona"
"6627 1","Ancona"
"6628 1","Ancona"
"6629 1","Ancona"
"6630 1","Ancona"
"6631 1","Ancona"
"6632 1","Ancona"
"6633 1","Ancona"
"6634 1","Ancona"
"6635 1","Ancona"
"6636 1","Ancona"
"6637 1","Ancona"
"6638 1","Ancona"
"6639 1","Ancona"
"6640 1","Ancona"
"6641 1","Ancona"
"6642 1","Ancona"
"6643 1","Ancona"
"6644 1","Ancona"
"6645 1","Ancona"
"6646 1","Ancona"
"6647 1","Ancona"
"6648 1","Ancona"
"6649 1","Ancona"
"6650 1","Ancona"
"6651 1","Ancona"
"6652 1","Ancona"
"6653 1","Ancona"
"6654 1","Ancona"
"6655 1","Ancona"
"6656 1","Ancona"
"6657 1","Ancona"
"6658 1","Ancona"
"6659 1","Ancona"
"6660 1","Ancona"
"6661 1","Ancona"
"6662 1","Ancona"
"6663 1","Ancona"
"6664 1","Ancona"
"6665 1","Ancona"
"6666 1","Ancona"
"6667 1","Ancona"
"6682 1","Fermo"
"6683 1","Fermo"
"6708 1","Macerata"
"6709 1","Macerata"
"6710 1","Macerata"
"6711 1","Macerata"
"6712 1","Macerata"
"6713 1","Macerata"
"6714 1","Macerata"
"6715 1","Macerata"
"6716 1","Fermo"
"6717 1","Fermo"
"6718 1","Fermo"
"6719 1","Fermo"
"6720 1","Fermo"
"6721 1","Fermo"
"6722 1","Fermo"
"6723 1","Fermo"
"6724 1","Fermo"
"6725 1","Fermo"
"6726 1","Fermo"
"6727 1","Fermo"
"6728 1","Fermo"
"6729 1","Fermo"
"6730 1","Fermo"
"6731 1","Fermo"
"6732 1","Fermo"
"6733 1","Fermo"
"6734 1","Fermo"
"6735 1","Fermo"
"6736 1","Fermo"
"6737 1","Civitanova Marche"
"6738 1","Civitanova Marche"
"6739 1","Fermo"
"6740 1","Civitanova Marche"
"6741 1","Civitanova Marche"
"6742 1","Civitanova Marche"
"6743 1","Civitanova Marche"
"6744 1","Civitanova Marche"
"6745 1","Civitanova Marche"
"6746 1","Civitanova Marche"
"6747 1","Civitanova Marche"
"6748 1","Civitanova Marche"
"6749 1","Civitanova Marche"
"6750 1","Civitanova Marche"
"6751 1","Civitanova Marche"
"6752 1","Civitanova Marche"
"6753 1","Civitanova Marche"
"6754 1","Civitanova Marche"
"6755 1","Civitanova Marche"
"6756 1","Civitanova Marche"
"6757 1","Civitanova Marche"
"6758 1","Civitanova Marche"
"6759 1","Civitanova Marche"
"6760 1","Civitanova Marche"
"6761 1","Civitanova Marche"
"6762 1","Civitanova Marche"
"6763 1","Civitanova Marche"
"6764 1","Jesi"
"6765 1","Jesi"
"6766 1","Jesi"
"6767 1","Jesi"
"6768 1","Jesi"
"6769 1","Jesi"
"6770 1","Jesi"
"6771 1","Jesi"
"6772 1","Jesi"
"6773 1","Jesi"
"6774 1","Jesi"
"6775 1","Jesi"
"6810 1","Ancona"
"6811 1","Ancona"
"6812 1","Ancona"
"6813 1","Ancona"
"6814 1","Ancona"
"6815 1","Ancona"
"6816 1","Ancona"
"6817 1","Ancona"
"6818 1","Ancona"
"6819 1","Ancona"
"6820 1","Ancona"
"6821 1","Ancona"
"6822 1","Ancona"
"6823 1","Ancona"
"6827 1","Ancona"
"6828 1","Ancona"
"6829 1","Ancona"
"6830 1","Ancona"
"6831 1","Ancona"
"6832 1","Ancona"
"6833 1","Jesi"
"6834 1","Jesi"
"6835 1","Jesi"
"6836 1","Jesi"
"6837 1","Jesi"
"6838 1","Jesi"
"6839 1","Jesi"
"6840 1","Jesi"
"6841 1","Jesi"
"6842 1","Jesi"
"6843 1","Jesi"
"6861 1","Falerone"
"6862 1","Montappone"
"6863 1","Montappone"
"6864 1","Sarnano"
"6865 1","Sarnano"
"6866 1","San Ginesio"
"6867 1","Gualdo"
"6875 1","Ancona"
"6877 1","Civitanova Marche"
"6878 1","Jesi"
"6879 1","Jesi"
"6880 1","Jesi"
"6881 1","Jesi"
"6882 1","Jesi"
"6883 1","Jesi"
"6884 1","Jesi"
"6885 1","Jesi"
"6886 1","Jesi"
"6887 1","Jesi"
"6888 1","Jesi"
"6889 1","Jesi"
"6890 1","Jesi"
"6891 1","Jesi"
"6892 1","Jesi"
"6893 1","Jesi"
"6894 1","Jesi"
"6895 1","Jesi"
"6896 1","Jesi"
"6897 1","Jesi"
"6898 1","Jesi"
"6899 1","Jesi"
"6900 1","Jesi"
"6901 1","Jesi"
"6902 1","Jesi"
"6903 1","Jesi"
"6904 1","Jesi"
"6905 1","Jesi"
"6906 1","Jesi"
"6907 1","Jesi"
"6908 1","Jesi"
"6909 1","Jesi"
"6910 1","Jesi"
"6911 1","Jesi"
"6912 1","Jesi"
"6913 1","Jesi"
"6914 1","Jesi"
"6915 1","Jesi"
"6916 1","Jesi"
"6917 1","Jesi"
"6918 1","Jesi"
"6919 1","Jesi"
"6920 1","Jesi"
"6921 1","Jesi"
"6922 1","Jesi"
"6923 1","Jesi"
"6924 1","Jesi"
"6925 1","Jesi"
"6926 1","Jesi"
"6927 1","Jesi"
"6928 1","Jesi"
"6929 1","Jesi"
"6930 1","Jesi"
"6931 1","Jesi"
"6932 1","Jesi"
"6933 1","Jesi"
"6934 1","Jesi"
"6937 1","Corridonia"
"6938 1","Ancona"
"6939 1","Ancona"
"6940 1","Ancona"
"6941 1","Ancona"
"6942 1","Ancona"
"6943 1","Ancona"
"6944 1","Ancona"
"6945 1","Ancona"
"6946 1","Ancona"
"6947 1","Ancona"
"6948 1","Ancona"
"6949 1","Ancona"
"6950 1","Ancona"
"6951 1","Ancona"
"6952 1","Ancona"
"6953 1","Ancona"
"6954 1","Ancona"
"6955 1","Ancona"
"6956 1","Ancona"
"6957 1","Ancona"
"6958 1","Ancona"
"6959 1","Ancona"
"6960 1","Ancona"
"6961 1","Ancona"
"6962 1","Ancona"
"6963 1","Ancona"
"6964 1","Ancona"
"6965 1","Ancona"
"6966 1","Ancona"
"6967 1","Ancona"
"6968 1","Ancona"
"6969 1","Ancona"
"6970 1","Ancona"
"6971 1","Ancona"
"6972 1","Ancona"
"6973 1","Ancona"
"6974 1","Ancona"
"6975 1","Ancona"
"6976 1","Ancona"
"6977 1","Ancona"
"6978 1","Ancona"
"6979 1","Ancona"
"6980 1","Ancona"
"6981 1","Ancona"
"6982 1","Ancona"
"6983 1","Ancona"
"6984 1","Ancona"
"6985 1","Ancona"
"6986 1","Ancona"
"6987 1","Ancona"
"6988 1","Ancona"
"6989 1","Ancona"
"6990 1","Ancona"
"6991 1","Ancona"
"6992 1","Ancona"
"6993 1","Ancona"
"6994 1","Ancona"
"6995 1","Ancona"
"6996 1","Ancona"
"6997 1","Ancona"
"6998 1","Ancona"
"6999 1","Ancona"
"7113 1","Jesi"
"7114 1","Jesi"
"7115 1","Jesi"
"7116 1","Jesi"
"7117 1","Jesi"
"7118 1","Jesi"
"7119 1","Jesi"
"7120 1","Jesi"
"7121 1","Jesi"
"7122 1","Jesi"
"7123 1","Jesi"
"7124 1","Jesi"
"7125 1","Jesi"
"7126 1","Jesi"
"7127 1","Jesi"
"7128 1","Jesi"
"7129 1","Jesi"
"7130 1","Jesi"
"7131 1","Jesi"
"7132 1","Jesi"
"7133 1","Jesi"
"7134 1","Jesi"
"7135 1","Jesi"
"7136 1","Jesi"
"7137 1","Jesi"
"7138 1","Jesi"
"7139 1","Jesi"
"7140 1","Jesi"
"7141 1","Jesi"
"7142 1","Jesi"
"7143 1","Jesi"
"7144 1","Jesi"
"7145 1","Jesi"
"7146 1","Jesi"
"7147 1","Jesi"
"7148 1","Jesi"
"7149 1","Jesi"
"7150 1","Jesi"
"7151 1","Jesi"
"7152 1","Jesi"
"7153 1","Jesi"
"7154 1","Jesi"
"7155 1","Jesi"
"7156 1","Jesi"
"7157 1","Jesi"
"7158 1","Jesi"
"7159 1","Jesi"
"7160 1","Jesi"
"7161 1","Jesi"
"7162 1","Jesi"
"7163 1","Jesi"
"7164 1","Jesi"
"7165 1","Jesi"
"7166 1","Jesi"
"7167 1","Jesi"
"7168 1","Jesi"
"7169 1","Jesi"
"7170 1","Jesi"
"7171 1","Jesi"
"7172 1","Jesi"
"7173 1","Jesi"
"7174 1","Jesi"
"7175 1","Jesi"
"7176 1","Jesi"
"7177 1","Jesi"
"7178 1","Jesi"
"7179 1","Jesi"
"7180 1","Jesi"
"7181 1","Jesi"
"7182 1","Ancona"
"7183 1","Ancona"
"7184 1","Ancona"
"7185 1","Ancona"
"7186 1","Ancona"
"7187 1","Ancona"
"7188 1","Ancona"
"7189 1","Ancona"
"7190 1","Ancona"
"7191 1","Ancona"
"7192 1","Ancona"
"7193 1","Ancona"
"7194 1","Ancona"
"7195 1","Ancona"
"7196 1","Ancona"
"7197 1","Ancona"
"7198 1","Ancona"
"7199 1","Ancona"
"7200 1","Ancona"
"7201 1","Ancona"
"7202 1","Ancona"
"7203 1","Ancona"
"7204 1","Ancona"
"7205 1","Ancona"
"7206 1","Ancona"
"7207 1","Ancona"
"7208 1","Ancona"
"7209 1","Ancona"
"7210 1","Ancona"
"7211 1","Ancona"
"7212 1","Ancona"
"7213 1","Ancona"
"7214 1","Ancona"
"7215 1","Ancona"
"7216 1","Ancona"
"7217 1","Ancona"
"7218 1","Ancona"
"7219 1","Ancona"
"7220 1","Ancona"
"7221 1","Ancona"
"7222 1","Ancona"
"7223 1","Ancona"
"7224 1","Ancona"
"7225 1","Ancona"
"7226 1","Ancona"
"7227 1","Ancona"
"7228 1","Ancona"
"7229 1","Ancona"
"7230 1","Ancona"
"7231 1","Ancona"
"7232 1","Ancona"
"7233 1","Ancona"
"7234 1","Ancona"
"7235 1","Ancona"
"7236 1","Ancona"
"7237 1","Ancona"
"7238 1","Ancona"
"7239 1","Ancona"
"7240 1","Ancona"
"7241 1","Ancona"
"7242 1","Ancona"
"7243 1","Ancona"
"7244 1","Ancona"
"7245 1","Ancona"
"7246 1","Ancona"
"7333 1","Jesi"
"7334 1","Jesi"
"7335 1","Jesi"
"7336 1","Jesi"
"7337 1","Jesi"
"7338 1","Jesi"
"7339 1","Jesi"
"7340 1","Jesi"
"7341 1","Jesi"
"7342 1","Jesi"
"7343 1","Jesi"
"7344 1","Jesi"
"7345 1","Jesi"
"7346 1","Jesi"
"7347 1","Jesi"
"7348 1","Jesi"
"7349 1","Jesi"
"7350 1","Jesi"
"7351 1","Jesi"
"7352 1","Jesi"
"7353 1","Jesi"
"7354 1","Jesi"
"7355 1","Jesi"
"7356 1","Jesi"
"7357 1","Jesi"
"7358 1","Jesi"
"7359 1","Jesi"
"7360 1","Jesi"
"7361 1","Jesi"
"7362 1","Jesi"
"7363 1","Jesi"
"7364 1","Jesi"
"7365 1","Jesi"
"7366 1","Jesi"
"7367 1","Jesi"
"7368 1","Jesi"
"7369 1","Jesi"
"7370 1","Jesi"
"7371 1","Jesi"
"7400 1","Ancona"
"7401 1","Ancona"
"7402 1","Ancona"
"7403 1","Ancona"
"7404 1","Ancona"
"7405 1","Ancona"
"7406 1","Ancona"
"7407 1","Ancona"
"7408 1","Ancona"
"7409 1","Ancona"
"7410 1","Ancona"
"7411 1","Ancona"
"7412 1","Ancona"
"7413 1","Ancona"
"7414 1","Ancona"
"7415 1","Ancona"
"7416 1","Ancona"
"7417 1","Ancona"
"7418 1","Ancona"
"7419 1","Ancona"
"7420 1","Ancona"
"7421 1","Ancona"
"7422 1","Ancona"
"7423 1","Ancona"
"7424 1","Ancona"
"7425 1","Ancona"
"7426 1","Ancona"
"7427 1","Ancona"
"7428 1","Ancona"
"7429 1","Ancona"
"7430 1","Ancona"
"7431 1","Ancona"
"7432 1","Ancona"
"7433 1","Ancona"
"7434 1","Ancona"
"7435 1","Ancona"
"7436 1","Ancona"
"7437 1","Ancona"
"7438 1","Ancona"
"7439 1","Civitanova Marche"
"7440 1","Civitanova Marche"
"7441 1","Recanati"
"7442 1","Recanati"
"7443 1","Recanati"
"7444 1","Recanati"
"7445 1","Recanati"
"7446 1","Recanati"
"7447 1","Recanati"
"7448 1","Recanati"
"7609 1","Recanati"
"7610 1","Civitanova Marche"
"7611 1","Civitanova Marche"
"7612 1","Civitanova Marche"
"7613 1","Civitanova Marche"
"7614 1","Civitanova Marche"
"7615 1","Ancona"
"7616 1","Ancona"
"7617 1","Ancona"
"7618 1","Civitanova Marche"
"7619 1","Recanati"
"7620 1","Recanati"
"7621 1","Recanati"
"7622 1","Recanati"
"7623 1","Recanati"
"7624 1","Recanati"
"7625 1","Civitanova Marche"
"7626 1","Ancona"
"7627 1","Ancona"
"7628 1","Ancona"
"7629 1","Ancona"
"7630 1","Ancona"
"7631 1","Ancona"
"7632 1","Recanati"
"7633 1","Civitanova Marche"
"7634 1","Civitanova Marche"
"7635 1","Civitanova Marche"
"7636 1","Civitanova Marche"
"7637 1","Civitanova Marche"
"7638 1","Civitanova Marche"
"7639 1","Ancona"
"7640 1","Ancona"
"7641 1","Ancona"
"7642 1","Recanati"
"7643 1","Recanati"
"7644 1","Recanati"
"7645 1","Recanati"
"7646 1","Ancona"
"7647 1","Ancona"
"7648 1","Ancona"
"7649 1","Recanati"
"7650 1","Civitanova Marche"
"7651 1","Ancona"
"7652 1","Ancona"
"7653 1","Ancona"
"7654 1","Ancona"
"7655 1","Ancona"
"7656 1","Ancona"
"7657 1","Ancona"
"7658 1","Ancona"
"7659 1","Ancona"
"7660 1","Civitanova Marche"
"7661 1","Ancona"
"7662 1","Ancona"
"7663 1","Ancona"
"7664 1","Ancona"
"7665 1","Ancona"
"7666 1","Ancona"
"7667 1","Ancona"
"7668 1","Ancona"
"7669 1","Ancona"
"7670 1","Ancona"
"7671 1","Ancona"
"7672 1","Ancona"
"7673 1","Ancona"
"7674 1","Ancona"
"7815 1","Falconara Marittima"
"7816 1","Falconara Marittima"
"7817 1","Falconara Marittima"
"7818 1","Falconara Marittima"
"7819 1","Falconara Marittima"
"7820 1","Falconara Marittima"
"7821 1","Falconara Marittima"
"7822 1","Falconara Marittima"
"7823 1","Falconara Marittima"
"7824 1","Falconara Marittima"
"7825 1","Falconara Marittima"
"7826 1","Falconara Marittima"
"7827 1","Falconara Marittima"
"7828 1","Falconara Marittima"
"7829 1","Falconara Marittima"
"7830 1","Falconara Marittima"
"7831 1","Falconara Marittima"
"7832 1","Falconara Marittima"
"7833 1","Falconara Marittima"
"7834 1","Falconara Marittima"
"7835 1","Falconara Marittima"
"7836 1","Falconara Marittima"
"7837 1","Falconara Marittima"
"7838 1","Falconara Marittima"
"7839 1","Falconara Marittima"
"7840 1","Falconara Marittima"
"7841 1","Falconara Marittima"
"7842 1","Falconara Marittima"
"7843 1","Falconara Marittima"
"7844 1","Falconara Marittima"
"7845 1","Falconara Marittima"
"7846 1","Falconara Marittima"
"7847 1","Falconara Marittima"
"7848 1","Falconara Marittima"
"7849 1","Falconara Marittima"
"7850 1","Falconara Marittima"
"7851 1","Ancona"
"7852 1","Ancona"
"7853 1","Ancona"
"7854 1","Ancona"
"7855 1","Ancona"
"7856 1","Ancona"
"7857 1","Ancona"
"7858 1","Ancona"
"7859 1","Civitanova Marche"
"7860 1","Ancona"
"7861 1","Ancona"
"7862 1","Ancona"
"7863 1","Ancona"
"7864 1","Ancona"
"7865 1","Ancona"
"7866 1","Ancona"
"7867 1","Ancona"
"7868 1","Ancona"
"7869 1","Ancona"
"7870 1","Ancona"
"7871 1","Ancona"
"7872 1","Ancona"
"7873 1","Ancona"
"7874 1","Ancona"
"7875 1","Recanati"
"7876 1","Ancona"
"7877 1","Ancona"
"7878 1","Ancona"
"7879 1","Ancona"
"7880 1","Ancona"
"7881 1","Ancona"
"7882 1","Ancona"
"7883 1","Ancona"
"7884 1","Ancona"
"7885 1","Ancona"
"7886 1","Ancona"
"7887 1","Ancona"
"7888 1","Ancona"
"7889 1","Ancona"
"7890 1","Ancona"
"7891 1","Ancona"
"7892 1","Ancona"
"7893 1","Ancona"
"7894 1","Civitanova Marche"
"7895 1","Ancona"
"7896 1","Ancona"
"7897 1","Ancona"
"7898 1","Recanati"
"7899 1","Recanati"
"7900 1","Tolentino"
"7901 1","Macerata"
"7902 1","Macerata"
"7903 1","Macerata"
"7904 1","Macerata"
"7905 1","Macerata"
"7906 1","Macerata"
"7907 1","Macerata"
"7908 1","Tolentino"
"7909 1","Tolentino"
"7910 1","Tolentino"
"7911 1","Tolentino"
"7912 1","Macerata"
"7913 1","Macerata"
"7914 1","Macerata"
"7915 1","Macerata"
"7916 1","Macerata"
"8012 1","Falconara Marittima"
"8013 1","Falconara Marittima"
"8014 1","Falconara Marittima"
"8015 1","Falconara Marittima"
"8016 1","Falconara Marittima"
"8017 1","Falconara Marittima"
"8018 1","Falconara Marittima"
"8019 1","Falconara Marittima"
"8020 1","Falconara Marittima"
"8021 1","Falconara Marittima"
"8022 1","Falconara Marittima"
"8023 1","Falconara Marittima"
"8024 1","Falconara Marittima"
"8025 1","Falconara Marittima"
"8026 1","Falconara Marittima"
"8027 1","Falconara Marittima"
"8028 1","Falconara Marittima"
"8029 1","Falconara Marittima"
"8030 1","Falconara Marittima"
"8031 1","Falconara Marittima"
"8032 1","Falconara Marittima"
"8033 1","Falconara Marittima"
"8034 1","Falconara Marittima"
"8035 1","Falconara Marittima"
"8036 1","Falconara Marittima"
"8037 1","Falconara Marittima"
"8038 1","Falconara Marittima"
"8039 1","Falconara Marittima"
"8040 1","Falconara Marittima"
"8041 1","Falconara Marittima"
"8042 1","Falconara Marittima"
"8043 1","Falconara Marittima"
"8044 1","Falconara Marittima"
"8045 1","Falconara Marittima"
"8046 1","Falconara Marittima"
"8047 1","Falconara Marittima"
"8048 1","Falconara Marittima"
"8049 1","Falconara Marittima"
"8050 1","Falconara Marittima"
"8051 1","Falconara Marittima"
"8052 1","Falconara Marittima"
"8053 1","Falconara Marittima"
"8054 1","Falconara Marittima"
"8055 1","Falconara Marittima"
"8056 1","Falconara Marittima"
"8057 1","Falconara Marittima"
"8058 1","Falconara Marittima"
"8059 1","Falconara Marittima"
"8060 1","Falconara Marittima"
"8061 1","Falconara Marittima"
"8062 1","Falconara Marittima"
"8063 1","Falconara Marittima"
"8064 1","Falconara Marittima"
"8065 1","Falconara Marittima"
"8066 1","Falconara Marittima"
"8067 1","Falconara Marittima"
"8068 1","Falconara Marittima"
"8069 1","Falconara Marittima"
"8070 1","Falconara Marittima"
"8071 1","Falconara Marittima"
"8072 1","Falconara Marittima"
"8073 1","Falconara Marittima"
"8074 1","Falconara Marittima"
"8075 1","Falconara Marittima"
"8076 1","Falconara Marittima"
"8077 1","Falconara Marittima"
"8078 1","Falconara Marittima"
"8079 1","Falconara Marittima"
"8080 1","Falconara Marittima"
"8081 1","Falconara Marittima"
"8082 1","Falconara Marittima"
"8085 1","Fermo"
"8086 1","Fermo"
"8087 1","Fermo"
"8088 1","Civitanova Marche"
"8089 1","Fermo"
"8090 1","Fermo"
"8091 1","Civitanova Marche"
"8092 1","Civitanova Marche"
"8093 1","Civitanova Marche"
"8094 1","Fermo"
"8095 1","Porto Sant'Elpidio"
"8096 1","Porto Sant'Elpidio"
"8097 1","Porto Sant'Elpidio"
"8098 1","Porto Sant'Elpidio"
"8099 1","Porto Sant'Elpidio"
"8114 1","Ripatransone"
"8117 1","Monte San Giusto"
"8118 1","Corridonia"
"8119 1","Sant'Elpidio a Mare"
"8120 1","Sant'Elpidio a Mare"
"8121 1","Morrovalle"
"8122 1","Montegranaro"
"8123 1","Civitanova Marche"
"8124 1","Montecosaro"
"8125 1","Monte Urano"
"8126 1","Monte Urano"
"8127 1","Civitanova Marche"
"8128 1","Monte San Pietrangeli"
"8129 1","Monte San Giusto"
"8130 1","Civitanova Marche"
"8131 1","Morrovalle"
"8132 1","Corridonia"
"8133 1","Corridonia"
"8139 1","Montegranaro"
"8140 1","Civitanova Marche"
"8141 1","Montegranaro"
"8142 1","Monte San Giusto"
"8143 1","Monte Urano"
"8144 1","Morrovalle"
"8145 1","Francavilla d'Ete"
"8146 1","Francavilla d'Ete"
"8147 1","Montecosaro"
"8148 1","Francavilla d'Ete"
"8149 1","Corridonia"
"8150 1","Morrovalle"
"8154 1","Grottammare"
"8168 1","Falconara Marittima"
"8169 1","Falconara Marittima"
"8170 1","Falconara Marittima"
"8171 1","Falconara Marittima"
"8172 1","Falconara Marittima"
"8173 1","Falconara Marittima"
"8174 1","Falconara Marittima"
"8175 1","Falconara Marittima"
"8176 1","Falconara Marittima"
"8177 1","Falconara Marittima"
"8178 1","Falconara Marittima"
"8179 1","Falconara Marittima"
"8180 1","Falconara Marittima"
"8181 1","Falconara Marittima"
"8182 1","Falconara Marittima"
"8183 1","Macerata"
"8184 1","Tolentino"
"8185 1","Tolentino"
"8186 1","Macerata"
"8187 1","Macerata"
"8188 1","Macerata"
"8189 1","Macerata"
"8190 1","Macerata"
"8191 1","Macerata"
"8192 1","Macerata"
"8193 1","Tolentino"
"8194 1","Tolentino"
"8195 1","Tolentino"
"8196 1","Tolentino"
"8197 1","Tolentino"
"8198 1","Macerata"
"8199 1","Macerata"
"8200 1","Macerata"
"8201 1","Macerata"
"8202 1","Tolentino"
"8203 1","Tolentino"
"8204 1","Tolentino"
"8205 1","Macerata"
"8206 1","Macerata"
"8207 1","Macerata"
"8208 1","Macerata"
"8209 1","Macerata"
"8210 1","Macerata"
"8211 1","Macerata"
"8212 1","Macerata"
"8213 1","Macerata"
"8214 1","Macerata"
"8215 1","Macerata"
"8216 1","Macerata"
"8217 1","Macerata"
"8218 1","Macerata"
"8219 1","Macerata"
"8220 1","Macerata"
"8221 1","Tolentino"
"8222 1","Macerata"
"8223 1","Macerata"
"8224 1","Macerata"
"8225 1","Macerata"
"8226 1","Macerata"
"8227 1","Macerata"
"8228 1","Tolentino"
"8229 1","Macerata"
"8230 1","Macerata"
"8231 1","Macerata"
"8232 1","Macerata"
"8233 1","Tolentino"
"8234 1","Macerata"
"8235 1","Macerata"
"8236 1","Macerata"
"8237 1","Macerata"
"8238 1","Macerata"
"8239 1","Macerata"
"8240 1","Macerata"
"8241 1","Macerata"
"8242 1","Macerata"
"8243 1","Macerata"
"8244 1","Macerata"
"8245 1","Macerata"
"8246 1","Macerata"
"8247 1","Macerata"
"8248 1","Macerata"
"8354 1","Falconara Marittima"
"8355 1","Falconara Marittima"
"8356 1","Falconara Marittima"
"8357 1","Falconara Marittima"
"8358 1","Falconara Marittima"
"8359 1","Falconara Marittima"
"8360 1","Falconara Marittima"
"8361 1","Falconara Marittima"
"8362 1","Falconara Marittima"
"8363 1","Falconara Marittima"
"8364 1","Falconara Marittima"
"8365 1","Falconara Marittima"
"8366 1","Falconara Marittima"
"8367 1","Falconara Marittima"
"8368 1","Falconara Marittima"
"8369 1","Falconara Marittima"
"8370 1","Falconara Marittima"
"8371 1","Falconara Marittima"
"8372 1","Falconara Marittima"
"8373 1","Falconara Marittima"
"8374 1","Falconara Marittima"
"8375 1","Falconara Marittima"
"8376 1","Falconara Marittima"
"8377 1","Falconara Marittima"
"8378 1","Falconara Marittima"
"8379 1","Falconara Marittima"
"8380 1","Falconara Marittima"
"8381 1","Falconara Marittima"
"8382 1","Falconara Marittima"
"8383 1","Falconara Marittima"
"8384 1","Falconara Marittima"
"8385 1","Falconara Marittima"
"8386 1","Falconara Marittima"
"8387 1","Falconara Marittima"
"8388 1","Falconara Marittima"
"8389 1","Falconara Marittima"
"8390 1","Falconara Marittima"
"8391 1","Falconara Marittima"
"8392 1","Falconara Marittima"
"8393 1","Falconara Marittima"
"8394 1","Falconara Marittima"
"8395 1","Falconara Marittima"
"8396 1","Falconara Marittima"
"8397 1","Falconara Marittima"
"8398 1","Falconara Marittima"
"8399 1","Falconara Marittima"
"8400 1","Falconara Marittima"
"8401 1","Ancona"
"8402 1","Ancona"
"8403 1","Ancona"
"8404 1","Ancona"
"8405 1","Ancona"
"8406 1","Macerata"
"8407 1","Macerata"
"8408 1","Macerata"
"8409 1","Macerata"
"8410 1","Macerata"
"8411 1","Macerata"
"8412 1","Macerata"
"8413 1","Macerata"
"8414 1","Macerata"
"8415 1","Macerata"
"8416 1","Macerata"
"8417 1","Macerata"
"8418 1","Macerata"
"8419 1","Macerata"
"8420 1","Macerata"
"8421 1","Macerata"
"8422 1","Macerata"
"8423 1","Macerata"
"8424 1","Macerata"
"8425 1","Macerata"
"8426 1","Macerata"
"8427 1","Macerata"
"8428 1","Macerata"
"8429 1","Macerata"
"8430 1","Macerata"
"8431 1","Macerata"
"8432 1","Macerata"
"8433 1","Macerata"
"8434 1","Macerata"
"8435 1","Macerata"
"8436 1","Macerata"
"8437 1","Macerata"
"8438 1","Macerata"
"8439 1","Macerata"
"8440 1","Macerata"
"8441 1","Macerata"
"8442 1","Macerata"
"8443 1","Macerata"
"8444 1","Macerata"
"8445 1","Macerata"
"8446 1","Macerata"
"8447 1","Macerata"
"8448 1","Macerata"
"8449 1","Ancona"
"8450 1","Ancona"
"8451 1","Ancona"
"8452 1","Ancona"
"8453 1","Ancona"
"8454 1","Ancona"
"8455 1","Ancona"
"8456 1","Ancona"
"8552 1","Ancona"
"8553 1","Ancona"
"8554 1","Ancona"
"8555 1","Ancona"
"8556 1","Ancona"
"8557 1","Ancona"
"8558 1","Ancona"
"8559 1","Ancona"
"8560 1","Ancona"
"8561 1","Ancona"
"8562 1","Ancona"
"8563 1","Ancona"
"8564 1","Ancona"
"8565 1","Ancona"
"8566 1","Ancona"
"8567 1","Ancona"
"8568 1","Ancona"
"8569 1","Ancona"
"8570 1","Ancona"
"8571 1","Ancona"
"8572 1","Ancona"
"8573 1","Ancona"
"8574 1","Ancona"
"8575 1","Ancona"
"8576 1","Ancona"
"8577 1","Ancona"
"8578 1","Ancona"
"8579 1","Ancona"
"8580 1","Ancona"
"8581 1","Ancona"
"8582 1","Ancona"
"8583 1","Ancona"
"8584 1","Ancona"
"8585 1","Ancona"
"8586 1","Ancona"
"8587 1","Ancona"
