"SP_ID","assoc_comuni"
"2963 1","Polverigi"
"2964 1","Offagna"
"2965 1","Polverigi"
"2966 1","Polverigi"
"2967 1","Offagna"
"2968 1","Camerata Picena"
"2969 1","Monte San Vito"
"2970 1","Camerata Picena"
"2971 1","Polverigi"
"2972 1","Agugliano"
"2973 1","Jesi"
"2974 1","Agugliano"
"2975 1","Polverigi"
"2976 1","Polverigi"
"2977 1","Polverigi"
"2978 1","Polverigi"
"2979 1","Polverigi"
"2980 1","Camerata Picena"
"2981 1","Osimo"
"2982 1","Agugliano"
"2983 1","Jesi"
"2984 1","Camerata Picena"
"2985 1","Offagna"
"2986 1","Jesi"
"2987 1","Agugliano"
"2988 1","Osimo"
"2992 1","Camerano"
"2993 1","Osimo"
"2994 1","Monte San Vito"
"2995 1","Osimo"
"2996 1","Camerata Picena"
"2997 1","Osimo"
"2998 1","Agugliano"
"2999 1","Polverigi"
"3000 1","Offagna"
"3001 1","Offagna"
"3002 1","Osimo"
"3003 1","Agugliano"
"3004 1","Chiaravalle"
"3005 1","Chiaravalle"
"3006 1","Montemarciano"
"3007 1","Montemarciano"
"3008 1","Montemarciano"
"3009 1","Montemarciano"
"3010 1","Montemarciano"
"3011 1","Monte San Vito"
"3012 1","Montemarciano"
"3013 1","Montemarciano"
"3014 1","Montemarciano"
"3015 1","Montemarciano"
"3016 1","Camerata Picena"
"3017 1","Chiaravalle"
"3018 1","Montemarciano"
"3019 1","Montemarciano"
"3020 1","Montemarciano"
"3021 1","Montemarciano"
"3022 1","Montemarciano"
"3023 1","Montemarciano"
"3024 1","Falconara Marittima"
"3025 1","Chiaravalle"
"3026 1","Falconara Marittima"
"3027 1","Falconara Marittima"
"3028 1","Macerata"
"3029 1","Macerata"
"3030 1","Macerata"
"3031 1","Macerata"
"3032 1","Macerata"
"3033 1","Macerata"
"3034 1","Macerata"
"3035 1","Macerata"
"3036 1","Macerata"
"3037 1","Macerata"
"3038 1","Macerata"
"3039 1","Macerata"
"3040 1","Macerata"
"3041 1","Macerata"
"3042 1","Macerata"
"3043 1","Macerata"
"3044 1","Macerata"
"3045 1","Macerata"
"3046 1","Macerata"
"3047 1","Macerata"
"3048 1","Macerata"
"3049 1","Macerata"
"3053 1","Macerata"
"3054 1","Macerata"
"3055 1","Macerata"
"3056 1","Macerata"
"3057 1","Macerata"
"3058 1","Macerata"
"3059 1","Macerata"
"3060 1","Macerata"
"3061 1","Macerata"
"3062 1","Macerata"
"3063 1","Macerata"
"3064 1","Macerata"
"3065 1","Macerata"
"3066 1","Macerata"
"3094 1","Falconara Marittima"
"3095 1","Falconara Marittima"
"3096 1","Montemarciano"
"3097 1","Chiaravalle"
"3098 1","Chiaravalle"
"3099 1","Chiaravalle"
"3100 1","Chiaravalle"
"3101 1","Montemarciano"
"3102 1","Montemarciano"
"3103 1","Falconara Marittima"
"3104 1","Montemarciano"
"3105 1","Falconara Marittima"
"3106 1","Camerata Picena"
"3107 1","Chiaravalle"
"3108 1","Chiaravalle"
"3109 1","Chiaravalle"
"3110 1","Falconara Marittima"
"3111 1","Montemarciano"
"3112 1","Chiaravalle"
"3113 1","Montemarciano"
"3126 1","Senigallia"
"3135 1","Filottrano"
"3136 1","Osimo"
"3137 1","Filottrano"
"3138 1","Osimo"
"3139 1","Filottrano"
"3140 1","Osimo"
"3141 1","Montefano"
"3142 1","Recanati"
"3143 1","Filottrano"
"3144 1","Santa Maria Nuova"
"3145 1","Filottrano"
"3146 1","Filottrano"
"3147 1","Recanati"
"3148 1","Osimo"
"3149 1","Appignano"
"3150 1","Appignano"
"3151 1","Montefano"
"3152 1","Montecassiano"
"3153 1","Filottrano"
"3154 1","Santa Maria Nuova"
"3155 1","Recanati"
"3156 1","Montecassiano"
"3157 1","Montecassiano"
"3158 1","Cingoli"
"3159 1","Osimo"
"3160 1","Filottrano"
"3161 1","Filottrano"
"3162 1","Santa Maria Nuova"
"3163 1","Filottrano"
"3164 1","Osimo"
"3165 1","Filottrano"
"3166 1","Appignano"
"3167 1","Filottrano"
"3168 1","Recanati"
"3169 1","Osimo"
"3170 1","Filottrano"
"3171 1","Santa Maria Nuova"
"3172 1","Filottrano"
"3173 1","Osimo"
"3174 1","Appignano"
"3175 1","Montecassiano"
"3176 1","Recanati"
"3177 1","Appignano"
"3178 1","Filottrano"
"3179 1","Filottrano"
"3180 1","Osimo"
"3181 1","Filottrano"
"3182 1","Filottrano"
"3183 1","Filottrano"
"3184 1","Filottrano"
"3185 1","Filottrano"
"3186 1","Santa Maria Nuova"
"3187 1","Santa Maria Nuova"
"3188 1","Filottrano"
"3189 1","Osimo"
"3190 1","Filottrano"
"3191 1","Filottrano"
"3192 1","Jesi"
"3193 1","Osimo"
"3194 1","Santa Maria Nuova"
"3195 1","Treia"
"3196 1","Osimo"
"3197 1","Santa Maria Nuova"
"3198 1","Santa Maria Nuova"
"3199 1","Santa Maria Nuova"
"3200 1","Osimo"
"3201 1","Filottrano"
"3202 1","Filottrano"
"3203 1","Osimo"
"3204 1","Appignano"
"3205 1","Osimo"
"3206 1","Filottrano"
"3207 1","Filottrano"
"3208 1","Montecassiano"
"3209 1","Montefano"
"3210 1","Montefano"
"3211 1","Recanati"
"3212 1","Montefano"
"3213 1","Appignano"
"3214 1","Montefano"
"3215 1","Appignano"
"3216 1","Appignano"
"3217 1","Montefano"
"3218 1","Cingoli"
"3219 1","Montecassiano"
"3220 1","Treia"
"3221 1","Recanati"
"3222 1","Recanati"
"3223 1","Cingoli"
"3224 1","Cingoli"
"3225 1","Montecassiano"
"3226 1","Montefano"
"3227 1","Montefano"
"3228 1","Appignano"
"3229 1","Appignano"
"3230 1","Appignano"
"3231 1","Appignano"
"3232 1","Montecassiano"
"3233 1","Appignano"
"3234 1","Recanati"
"3284 1","Porto Recanati"
"3285 1","Castelfidardo"
"3286 1","Castelfidardo"
"3287 1","Numana"
"3288 1","Numana"
"3289 1","Sirolo"
"3290 1","Camerano"
"3291 1","Numana"
"3292 1","Sirolo"
"3293 1","Recanati"
"3294 1","Castelfidardo"
"3295 1","Porto Recanati"
"3296 1","Recanati"
"3299 1","Potenza Picena"
"3300 1","Potenza Picena"
"3301 1","Potenza Picena"
"3302 1","Porto Recanati"
"3303 1","Porto Recanati"
"3304 1","Recanati"
"3305 1","Camerano"
"3306 1","Sirolo"
"3307 1","Camerano"
"3308 1","Camerano"
"3309 1","Camerano"
"3310 1","Camerano"
"3311 1","Sirolo"
"3312 1","Camerano"
"3313 1","Sirolo"
"3314 1","Camerano"
"3315 1","Montelupone"
"3316 1","Potenza Picena"
"3317 1","Numana"
"3318 1","Numana"
"3319 1","Loreto"
"3320 1","Loreto"
"3321 1","Loreto"
"3322 1","Numana"
"3323 1","Porto Recanati"
"3324 1","Porto Recanati"
"3325 1","Porto Recanati"
"3326 1","Numana"
"3327 1","Castelfidardo"
"3328 1","Sirolo"
"3329 1","Potenza Picena"
"3330 1","Sirolo"
"3331 1","Recanati"
"3332 1","Recanati"
"3333 1","Recanati"
"3334 1","Loreto"
"3335 1","Loreto"
"3336 1","Numana"
"3337 1","Numana"
"3338 1","Numana"
"3339 1","Osimo"
"3340 1","Numana"
"3341 1","Castelfidardo"
"3342 1","Castelfidardo"
"3343 1","Castelfidardo"
"3344 1","Loreto"
"3345 1","Loreto"
"3346 1","Castelfidardo"
"3347 1","Castelfidardo"
"3348 1","Recanati"
"3349 1","Camerano"
"3350 1","Sirolo"
"3351 1","Sirolo"
"3352 1","Camerano"
"3353 1","Camerano"
"3354 1","Loreto"
"3355 1","Numana"
"3356 1","Loreto"
"3357 1","Loreto"
"3358 1","Castelfidardo"
"3359 1","Castelfidardo"
"3360 1","Castelfidardo"
"3361 1","Castelfidardo"
"3362 1","Castelfidardo"
"3363 1","Castelfidardo"
"3364 1","Castelfidardo"
"3365 1","Castelfidardo"
"3366 1","Castelfidardo"
"3367 1","Castelfidardo"
"3368 1","Osimo"
"3369 1","Camerano"
"3370 1","Castelfidardo"
"3371 1","Camerano"
"3372 1","Castelfidardo"
"3373 1","Sirolo"
"3374 1","Castelfidardo"
"3375 1","Montelupone"
"3376 1","Sirolo"
"3377 1","Montelupone"
"3378 1","Potenza Picena"
"3379 1","Potenza Picena"
"3380 1","Potenza Picena"
"3381 1","Porto Recanati"
"3382 1","Numana"
"3383 1","Numana"
"3384 1","Osimo"
"3385 1","Numana"
"3386 1","Potenza Picena"
"3387 1","Numana"
"3388 1","Loreto"
"3389 1","Numana"
"3390 1","Castelfidardo"
"3391 1","Castelfidardo"
"3392 1","Potenza Picena"
"3393 1","Numana"
"3394 1","Camerano"
"3395 1","Camerano"
"3396 1","Loreto"
"3397 1","Sirolo"
"3398 1","Osimo"
"3399 1","Camerano"
"3400 1","Numana"
"3401 1","Osimo"
"3402 1","Castelfidardo"
"3403 1","Castelfidardo"
"3404 1","Osimo"
"3405 1","Loreto"
"3406 1","Camerano"
"3407 1","Castelfidardo"
"3408 1","Camerano"
"3409 1","Potenza Picena"
"3410 1","Sirolo"
"3411 1","Numana"
"3412 1","Sirolo"
"3413 1","Osimo"
"3414 1","Osimo"
"3415 1","Castelfidardo"
"3416 1","Loreto"
"3417 1","Numana"
"3418 1","Castelfidardo"
"3419 1","Loreto"
"3420 1","Loreto"
"3421 1","Loreto"
"3422 1","Numana"
"3423 1","Porto Recanati"
"3424 1","Porto Recanati"
"3425 1","Numana"
"3426 1","Loreto"
"3427 1","Sirolo"
"3428 1","Montelupone"
"3429 1","Sirolo"
"3430 1","Loreto"
"3431 1","Castelfidardo"
"3432 1","Castelfidardo"
"3433 1","Civitanova Marche"
"3434 1","Numana"
"3435 1","Camerano"
"3436 1","Camerano"
"3437 1","Camerano"
"3438 1","Castelfidardo"
"3439 1","Castelfidardo"
"3440 1","Castelfidardo"
"3441 1","Loreto"
"3442 1","Montelupone"
"3443 1","Castelfidardo"
"3444 1","Recanati"
"3445 1","Porto Recanati"
"3446 1","Montelupone"
"3447 1","Porto Recanati"
"3448 1","Potenza Picena"
"3449 1","Recanati"
"3450 1","Recanati"
"3451 1","Potenza Picena"
"3452 1","Porto Recanati"
"3453 1","Montelupone"
"3454 1","Potenza Picena"
"3455 1","Potenza Picena"
"3456 1","Montelupone"
"3457 1","Montelupone"
"3458 1","Porto Recanati"
"3459 1","Porto Recanati"
"3460 1","Porto Recanati"
"3461 1","Recanati"
"3462 1","Recanati"
"3463 1","Montelupone"
"3464 1","Civitanova Marche"
"3465 1","Potenza Picena"
"3466 1","Porto Recanati"
"3467 1","Porto Recanati"
"3468 1","Porto Recanati"
"3469 1","Porto Recanati"
"3470 1","Porto Recanati"
"3471 1","Recanati"
"3472 1","Porto Recanati"
"3473 1","Recanati"
"3474 1","Porto Recanati"
"3475 1","Recanati"
"3476 1","Porto Recanati"
"3477 1","Porto Recanati"
"3478 1","Potenza Picena"
"3479 1","Potenza Picena"
"3480 1","Montelupone"
"3481 1","Recanati"
"3482 1","Potenza Picena"
"3483 1","Porto Recanati"
"3484 1","Porto Recanati"
"3485 1","Recanati"
"3486 1","Civitanova Marche"
"3487 1","Recanati"
"3488 1","Potenza Picena"
"3489 1","Porto Recanati"
"3490 1","Recanati"
"3491 1","Porto Recanati"
"3492 1","Potenza Picena"
"3493 1","Recanati"
"3494 1","Porto Recanati"
"3495 1","Porto Recanati"
"3496 1","Recanati"
"3497 1","Porto Recanati"
"3498 1","Potenza Picena"
"3499 1","Montelupone"
"3500 1","Potenza Picena"
"3501 1","Porto Recanati"
"3502 1","Potenza Picena"
"3503 1","Potenza Picena"
"3504 1","Potenza Picena"
"3505 1","Potenza Picena"
"3506 1","Montelupone"
"3541 1","Sarnano"
"3547 1","Bolognola"
"3558 1","Pieve Torina"
"3581 1","Amandola"
"3589 1","Smerillo"
"3591 1","Amandola"
"3599 1","Pieve Torina"
"3604 1","Pieve Torina"
"3605 1","Pieve Torina"
"3610 1","Smerillo"
"3613 1","Amandola"
"3615 1","Smerillo"
"3624 1","Acquacanina"
"3632 1","Smerillo"
"3645 1","Sarnano"
"3646 1","Pieve Torina"
"3650 1","Sarnano"
"3651 1","Sarnano"
"3652 1","Sarnano"
"3653 1","Sarnano"
"3654 1","Sarnano"
"3669 1","Amandola"
"3672 1","Potenza Picena"
"3673 1","Potenza Picena"
"3675 1","Civitanova Marche"
"3676 1","Potenza Picena"
"3677 1","Recanati"
"3678 1","Civitanova Marche"
"3679 1","Montecosaro"
"3680 1","Potenza Picena"
"3681 1","Porto Recanati"
"3682 1","Montelupone"
"3683 1","Montelupone"
"3684 1","Montelupone"
"3685 1","Potenza Picena"
"3686 1","Potenza Picena"
"3687 1","Potenza Picena"
"3688 1","Potenza Picena"
"3689 1","Montelupone"
"3690 1","Montelupone"
"3691 1","Recanati"
"3705 1","Montefalcone Appennino"
"3706 1","Amandola"
"3711 1","Pieve Torina"
"3723 1","Amandola"
"3725 1","Amandola"
"3727 1","Bolognola"
"3743 1","Fiastra"
"3745 1","Amandola"
"3746 1","Sarnano"
"3747 1","Pieve Torina"
"3748 1","Visso"
"3749 1","Bolognola"
"3750 1","Pieve Torina"
"3751 1","Sarnano"
"3752 1","Bolognola"
"3783 1","Pieve Torina"
"3784 1","Bolognola"
"3785 1","Pieve Torina"
"3786 1","Pieve Torina"
"3787 1","Sarnano"
"3816 1","Fiastra"
"3817 1","Visso"
"3819 1","Sarnano"
"3823 1","Bolognola"
"3824 1","Fiordimonte"
"3825 1","Pieve Torina"
"3846 1","Sarnano"
"3847 1","Sarnano"
"3850 1","Acquacanina"
"3872 1","Amandola"
"3873 1","Montefalcone Appennino"
"3874 1","Amandola"
"3875 1","Amandola"
"3882 1","Amandola"
"3888 1","Amandola"
"3936 1","Visso"
"3937 1","Acquacanina"
"3942 1","Amandola"
"3944 1","Sarnano"
"3945 1","Pieve Torina"
"3946 1","Sarnano"
"3947 1","Sarnano"
"3961 1","Camerino"
"3962 1","Cessapalombo"
"3963 1","Pieve Torina"
"3964 1","Acquacanina"
"3965 1","Fiastra"
"3966 1","Belforte del Chienti"
"3967 1","Camerino"
"3968 1","Serrapetrona"
"3969 1","Camerino"
"3970 1","Camerino"
"3971 1","Camerino"
"3972 1","Camerino"
"3973 1","Camerino"
"3974 1","Camerino"
"3975 1","Fiastra"
"3976 1","Fiastra"
"3977 1","Camerino"
"3978 1","Camerino"
"3979 1","Camerino"
"3980 1","Serrapetrona"
"3981 1","Pievebovigliana"
"3982 1","Pieve Torina"
"3983 1","Pieve Torina"
"3984 1","Sarnano"
"3985 1","Pieve Torina"
"3986 1","Acquacanina"
"3987 1","Pieve Torina"
"3988 1","Pievebovigliana"
"3989 1","Camerino"
"3990 1","Camerino"
"3991 1","Serrapetrona"
"3992 1","Camerino"
"3993 1","Belforte del Chienti"
"3994 1","Camerino"
"3995 1","Camerino"
"3996 1","Camerino"
"3997 1","Camerino"
"3998 1","Camerino"
"3999 1","Caldarola"
"4000 1","Camerino"
"4001 1","Camerino"
"4002 1","Serrapetrona"
"4003 1","Serrapetrona"
"4004 1","Muccia"
"4005 1","Fiastra"
"4006 1","Camerino"
"4007 1","Serrapetrona"
"4008 1","Camerino"
"4009 1","Camerino"
"4010 1","Camerino"
"4011 1","Fiastra"
"4012 1","Fiastra"
"4013 1","Camerino"
"4014 1","Pievebovigliana"
"4015 1","Cessapalombo"
"4016 1","Pievebovigliana"
"4017 1","Pievebovigliana"
"4018 1","Pievebovigliana"
"4019 1","Pievebovigliana"
"4020 1","Serrapetrona"
"4021 1","Camerino"
"4022 1","Camerino"
"4023 1","Caldarola"
"4024 1","Fiastra"
"4025 1","Camerino"
"4026 1","Pievebovigliana"
"4027 1","Camerino"
"4028 1","Pieve Torina"
"4029 1","Camerino"
"4030 1","Fiastra"
"4031 1","Pievebovigliana"
"4032 1","Fiastra"
"4033 1","Fiastra"
"4034 1","San Ginesio"
"4035 1","Serrapetrona"
"4036 1","Caldarola"
"4037 1","Cessapalombo"
"4038 1","Fiastra"
"4039 1","Pievebovigliana"
"4040 1","Camerino"
"4041 1","Serrapetrona"
"4042 1","Fiastra"
"4043 1","Cessapalombo"
"4044 1","Fiastra"
"4045 1","San Ginesio"
"4046 1","Fiastra"
"4047 1","Pievebovigliana"
"4048 1","Cessapalombo"
"4049 1","Fiordimonte"
"4050 1","Fiordimonte"
"4051 1","Caldarola"
"4052 1","Belforte del Chienti"
"4053 1","Caldarola"
"4054 1","Fiordimonte"
"4055 1","Belforte del Chienti"
"4056 1","Belforte del Chienti"
"4057 1","Caldarola"
"4058 1","Muccia"
"4059 1","Belforte del Chienti"
"4060 1","Belforte del Chienti"
"4061 1","Pievebovigliana"
"4062 1","Camerino"
"4063 1","Camerino"
"4064 1","Camerino"
"4065 1","Fiastra"
"4066 1","Belforte del Chienti"
"4067 1","Camerino"
"4068 1","Camerino"
"4069 1","Fiastra"
"4070 1","Camerino"
"4071 1","San Ginesio"
"4072 1","Cessapalombo"
"4073 1","Fiastra"
"4074 1","Pieve Torina"
"4075 1","Muccia"
"4076 1","Acquacanina"
"4077 1","Fiastra"
"4078 1","Fiastra"
"4079 1","Camerino"
"4080 1","Camerino"
"4081 1","Camerino"
"4082 1","Corridonia"
"4083 1","Pollenza"
"4084 1","Petriolo"
"4085 1","Mogliano"
"4086 1","Mogliano"
"4087 1","Mogliano"
"4088 1","Loro Piceno"
"4089 1","Corridonia"
"4090 1","Corridonia"
"4091 1","Tolentino"
"4092 1","Urbisaglia"
"4093 1","Urbisaglia"
"4094 1","Corridonia"
"4095 1","Loro Piceno"
"4096 1","Petriolo"
"4097 1","Pollenza"
"4098 1","Tolentino"
"4099 1","Corridonia"
"4100 1","Tolentino"
"4101 1","Corridonia"
"4102 1","Treia"
"4103 1","Petriolo"
"4104 1","Tolentino"
"4105 1","Petriolo"
"4106 1","Mogliano"
"4107 1","Loro Piceno"
"4108 1","Pollenza"
"4109 1","Treia"
"4110 1","Mogliano"
"4111 1","Urbisaglia"
"4112 1","Mogliano"
"4113 1","Camerino"
"4114 1","Camerino"
"4115 1","Fiastra"
"4116 1","Camerino"
"4117 1","Camporotondo di Fiastrone"
"4118 1","Fiastra"
"4119 1","Caldarola"
"4120 1","Caldarola"
"4121 1","Camerino"
"4122 1","Camerino"
"4123 1","Camerino"
"4124 1","San Ginesio"
"4125 1","Caldarola"
"4126 1","Caldarola"
"4127 1","Camerino"
"4128 1","Camerino"
"4129 1","Cessapalombo"
"4130 1","Serrapetrona"
"4131 1","Fiordimonte"
"4132 1","Fiastra"
"4133 1","Fiastra"
"4134 1","Caldarola"
"4135 1","Caldarola"
"4136 1","Fiastra"
"4137 1","Pieve Torina"
"4138 1","Camporotondo di Fiastrone"
"4139 1","Pievebovigliana"
"4140 1","Camerino"
"4141 1","Camerino"
"4142 1","Camporotondo di Fiastrone"
"4143 1","Sarnano"
"4144 1","Fiastra"
"4145 1","Muccia"
"4146 1","Cessapalombo"
"4147 1","Camerino"
"4148 1","Pievebovigliana"
"4149 1","Pieve Torina"
"4150 1","Fiastra"
"4151 1","Caldarola"
"4152 1","Camerino"
"4153 1","Treia"
"4154 1","Castelraimondo"
"4155 1","San Severino Marche"
"4156 1","San Severino Marche"
"4157 1","San Severino Marche"
"4158 1","San Severino Marche"
"4159 1","San Severino Marche"
"4160 1","San Severino Marche"
"4161 1","San Severino Marche"
"4162 1","San Severino Marche"
"4163 1","San Severino Marche"
"4164 1","San Severino Marche"
"4165 1","Gagliole"
"4166 1","San Severino Marche"
"4167 1","San Severino Marche"
"4168 1","San Severino Marche"
"4169 1","Cingoli"
"4170 1","San Severino Marche"
"4171 1","San Severino Marche"
"4172 1","San Severino Marche"
"4173 1","San Severino Marche"
"4174 1","San Severino Marche"
"4175 1","Matelica"
"4176 1","San Severino Marche"
"4177 1","San Severino Marche"
"4178 1","San Severino Marche"
"4179 1","Castelraimondo"
"4180 1","Treia"
"4181 1","San Severino Marche"
"4182 1","Castelraimondo"
"4183 1","San Severino Marche"
"4184 1","Serrapetrona"
"4185 1","San Severino Marche"
"4186 1","San Severino Marche"
"4187 1","Matelica"
"4188 1","San Severino Marche"
"4189 1","San Severino Marche"
"4190 1","Apiro"
"4191 1","Castelraimondo"
"4192 1","San Severino Marche"
"4193 1","San Severino Marche"
"4194 1","San Severino Marche"
"4195 1","San Severino Marche"
"4196 1","San Severino Marche"
"4197 1","San Severino Marche"
"4198 1","San Severino Marche"
"4199 1","Cingoli"
"4200 1","San Severino Marche"
"4201 1","San Severino Marche"
"4202 1","San Severino Marche"
"4203 1","San Severino Marche"
"4204 1","Tolentino"
"4205 1","San Severino Marche"
"4206 1","San Severino Marche"
"4207 1","San Severino Marche"
"4208 1","San Severino Marche"
"4209 1","San Severino Marche"
"4210 1","San Severino Marche"
"4211 1","Gagliole"
"4212 1","San Severino Marche"
"4213 1","San Severino Marche"
"4214 1","San Severino Marche"
"4215 1","Treia"
"4216 1","Cingoli"
"4217 1","San Severino Marche"
"4218 1","San Severino Marche"
"4219 1","San Severino Marche"
"4220 1","Castelraimondo"
"4221 1","San Severino Marche"
"4222 1","San Severino Marche"
"4223 1","San Severino Marche"
"4224 1","Cingoli"
"4225 1","San Severino Marche"
"4226 1","San Severino Marche"
"4227 1","Gagliole"
"4228 1","San Severino Marche"
"4229 1","San Severino Marche"
"4230 1","San Severino Marche"
"4231 1","San Severino Marche"
"4232 1","San Severino Marche"
"4233 1","San Severino Marche"
"4234 1","Gagliole"
"4235 1","San Severino Marche"
"4236 1","San Severino Marche"
"4237 1","San Severino Marche"
"4238 1","San Severino Marche"
"4239 1","San Severino Marche"
"4240 1","San Severino Marche"
"4241 1","San Severino Marche"
"4242 1","San Severino Marche"
"4243 1","Camerino"
"4244 1","Castelraimondo"
"4245 1","Castelraimondo"
"4246 1","San Severino Marche"
"4247 1","San Severino Marche"
"4248 1","Gagliole"
"4249 1","San Severino Marche"
"4250 1","San Severino Marche"
"4251 1","San Severino Marche"
"4252 1","Serrapetrona"
"4253 1","Castelraimondo"
"4254 1","San Severino Marche"
"4255 1","Gagliole"
"4256 1","San Severino Marche"
"4257 1","Castelraimondo"
"4258 1","Castelraimondo"
"4259 1","Tolentino"
"4260 1","Serrapetrona"
"4261 1","Tolentino"
"4262 1","San Severino Marche"
"4263 1","Castelraimondo"
"4264 1","San Severino Marche"
"4265 1","San Severino Marche"
"4266 1","San Severino Marche"
"4267 1","San Severino Marche"
"4268 1","San Severino Marche"
"4269 1","Apiro"
"4270 1","Tolentino"
"4271 1","Serrapetrona"
"4272 1","Tolentino"
"4273 1","San Severino Marche"
"4274 1","Tolentino"
"4275 1","San Severino Marche"
"4276 1","Gagliole"
"4277 1","San Severino Marche"
"4278 1","San Severino Marche"
"4279 1","San Severino Marche"
"4280 1","San Severino Marche"
"4281 1","San Severino Marche"
"4282 1","Tolentino"
"4283 1","San Severino Marche"
"4284 1","San Severino Marche"
"4285 1","Serrapetrona"
"4286 1","San Severino Marche"
"4287 1","San Severino Marche"
"4288 1","San Severino Marche"
"4289 1","Belforte del Chienti"
"4290 1","San Severino Marche"
"4291 1","Gagliole"
"4292 1","San Severino Marche"
"4293 1","San Severino Marche"
"4294 1","Matelica"
"4295 1","San Severino Marche"
"4296 1","San Severino Marche"
"4297 1","San Severino Marche"
"4298 1","San Severino Marche"
"4299 1","San Severino Marche"
"4300 1","San Severino Marche"
"4301 1","San Severino Marche"
"4302 1","Serrapetrona"
"4303 1","Castelraimondo"
"4304 1","San Severino Marche"
"4305 1","San Severino Marche"
"4306 1","San Severino Marche"
"4307 1","San Severino Marche"
"4308 1","San Severino Marche"
"4309 1","Gagliole"
"4310 1","Castelraimondo"
"4311 1","Apiro"
"4312 1","Tolentino"
"4313 1","San Severino Marche"
"4314 1","Serrapetrona"
"4315 1","San Severino Marche"
"4316 1","Tolentino"
"4317 1","San Severino Marche"
"4318 1","San Severino Marche"
"4319 1","Gagliole"
"4320 1","San Severino Marche"
"4321 1","San Severino Marche"
"4322 1","Tolentino"
"4323 1","San Severino Marche"
"4324 1","Apiro"
"4325 1","San Severino Marche"
"4326 1","Cingoli"
"4327 1","San Severino Marche"
"4328 1","San Severino Marche"
"4329 1","Castelraimondo"
"4330 1","San Severino Marche"
"4331 1","Treia"
"4332 1","Petriolo"
"4333 1","Colmurano"
"4334 1","Petriolo"
"4335 1","Tolentino"
"4336 1","Treia"
"4337 1","Pollenza"
"4338 1","Treia"
"4339 1","Pollenza"
"4340 1","Treia"
"4341 1","Petriolo"
"4342 1","Urbisaglia"
"4343 1","Urbisaglia"
"4344 1","Treia"
"4345 1","Treia"
"4346 1","Tolentino"
"4347 1","Corridonia"
"4348 1","Corridonia"
"4349 1","Tolentino"
"4350 1","Treia"
"4351 1","Treia"
"4352 1","Treia"
"4353 1","Treia"
"4354 1","Treia"
"4355 1","Treia"
"4356 1","Treia"
"4357 1","Pollenza"
"4358 1","Urbisaglia"
"4359 1","Mogliano"
"4360 1","Treia"
"4361 1","Pollenza"
"4362 1","Tolentino"
"4363 1","Urbisaglia"
"4364 1","Tolentino"
"4365 1","Treia"
"4366 1","Pollenza"
"4367 1","Pollenza"
"4368 1","Corridonia"
"4369 1","Urbisaglia"
"4370 1","Pollenza"
"4371 1","Tolentino"
"4372 1","Corridonia"
"4373 1","Pollenza"
"4374 1","Mogliano"
"4375 1","Mogliano"
"4376 1","Mogliano"
"4383 1","Acquacanina"
"4392 1","Pievebovigliana"
"4393 1","Acquacanina"
"4394 1","Caldarola"
"4395 1","Cessapalombo"
"4396 1","Caldarola"
"4397 1","Caldarola"
"4398 1","Caldarola"
"4399 1","Cessapalombo"
"4400 1","Cessapalombo"
"4401 1","Camerino"
"4402 1","Fiastra"
"4403 1","Pieve Torina"
"4404 1","Camerino"
"4405 1","Belforte del Chienti"
"4406 1","Camerino"
"4407 1","Camerino"
"4408 1","Camerino"
"4409 1","Camerino"
"4410 1","Camerino"
"4411 1","Camerino"
"4412 1","Caldarola"
"4413 1","Camerino"
"4414 1","Caldarola"
"4415 1","Camerino"
"4416 1","Camporotondo di Fiastrone"
"4417 1","Camerino"
"4418 1","Cessapalombo"
"4419 1","Camerino"
"4420 1","Camporotondo di Fiastrone"
"4421 1","Camerino"
"4422 1","Fiastra"
"4423 1","Fiastra"
"4424 1","Serrapetrona"
"4425 1","Camerino"
"4426 1","Serrapetrona"
"4427 1","Camerino"
"4428 1","Camerino"
"4429 1","Camerino"
"4430 1","Camerino"
"4431 1","Camerino"
"4432 1","Cessapalombo"
"4433 1","Camerino"
"4434 1","Camerino"
"4435 1","San Ginesio"
"4436 1","San Ginesio"
"4437 1","Camerino"
"4438 1","Camerino"
"4439 1","Pievebovigliana"
"4440 1","Camerino"
"4441 1","Pievebovigliana"
"4442 1","Pievebovigliana"
"4443 1","San Ginesio"
"4444 1","Camerino"
"4445 1","Camerino"
"4447 1","Treia"
"4448 1","Treia"
"4449 1","Treia"
"4451 1","Tolentino"
"4452 1","Loro Piceno"
"4453 1","Tolentino"
"4454 1","Gualdo"
"4455 1","San Ginesio"
"4456 1","Monte San Martino"
"4457 1","Montappone"
"4458 1","Penna San Giovanni"
"4459 1","San Ginesio"
"4460 1","Sarnano"
"4461 1","Loro Piceno"
"4462 1","Ripe San Ginesio"
"4463 1","Monte Vidon Corrado"
"4464 1","Sant'Angelo in Pontano"
"4465 1","San Ginesio"
"4466 1","Sarnano"
"4467 1","Montappone"
"4468 1","Falerone"
"4469 1","Loro Piceno"
"4470 1","Falerone"
"4471 1","Monte Vidon Corrado"
"4472 1","Falerone"
"4473 1","Colmurano"
"4474 1","Falerone"
"4475 1","Falerone"
"4476 1","Massa Fermana"
"4477 1","Falerone"
"4478 1","Falerone"
"4479 1","Falerone"
"4480 1","Monte San Martino"
"4481 1","Monte Vidon Corrado"
"4482 1","Loro Piceno"
