comune,data,n_abitanti
Acquacanina,2015-04-16,5895.142857142857
Acquacanina,2015-04-17,6137.857142857143
Acquacanina,2015-04-18,6188.285714285715
Acquacanina,2015-04-19,6579.571428571428
Acquacanina,2015-04-20,6328.857142857143
Acquacanina,2015-04-21,5931.428571428572
Acquacanina,2015-04-22,6061.142857142857
Acquacanina,2015-04-23,5888.285714285715
Acquacanina,2015-04-24,5975.0
Acquacanina,2015-04-25,6538.142857142857
Acquacanina,2015-04-26,7692.142857142857
Agugliano,2015-04-16,68014.0
Agugliano,2015-04-17,67007.0
Agugliano,2015-04-18,66155.85714285714
Agugliano,2015-04-19,65219.71428571428
Agugliano,2015-04-20,67819.28571428571
Agugliano,2015-04-21,66569.57142857143
Agugliano,2015-04-22,67460.28571428571
Agugliano,2015-04-23,67170.0
Agugliano,2015-04-24,67162.71428571429
Agugliano,2015-04-25,65084.0
Agugliano,2015-04-26,63116.42857142857
Altidona,2015-04-16,32520.285714285714
Altidona,2015-04-17,32209.714285714286
Altidona,2015-04-18,33408.142857142855
Altidona,2015-04-19,33477.28571428572
Altidona,2015-04-20,32233.85714285714
Altidona,2015-04-21,32853.57142857143
Altidona,2015-04-22,32651.714285714286
Altidona,2015-04-23,32874.857142857145
Altidona,2015-04-24,32656.714285714286
Altidona,2015-04-25,44375.857142857145
Altidona,2015-04-26,45625.28571428572
Amandola,2015-04-16,24086.0
Amandola,2015-04-17,24666.0
Amandola,2015-04-18,24639.85714285714
Amandola,2015-04-19,25338.0
Amandola,2015-04-20,24635.714285714286
Amandola,2015-04-21,24611.571428571428
Amandola,2015-04-22,24559.85714285714
Amandola,2015-04-23,24590.428571428572
Amandola,2015-04-24,24599.714285714286
Amandola,2015-04-25,25573.0
Amandola,2015-04-26,25624.14285714286
Ancona,2015-04-16,1936472.857142857
Ancona,2015-04-17,1913605.857142857
Ancona,2015-04-18,1869480.0
Ancona,2015-04-19,1823165.5714285714
Ancona,2015-04-20,1847873.0
Ancona,2015-04-21,1933648.2857142857
Ancona,2015-04-22,1953011.0
Ancona,2015-04-23,1949538.2857142857
Ancona,2015-04-24,1916708.857142857
Ancona,2015-04-25,1872656.7142857143
Ancona,2015-04-26,1778564.2857142857
Apiro,2015-04-16,46709.57142857143
Apiro,2015-04-17,46953.57142857143
Apiro,2015-04-18,46811.71428571428
Apiro,2015-04-19,47048.57142857143
Apiro,2015-04-20,46979.42857142857
Apiro,2015-04-21,46693.57142857143
Apiro,2015-04-22,46956.0
Apiro,2015-04-23,47129.42857142857
Apiro,2015-04-24,46552.0
Apiro,2015-04-25,47044.28571428572
Apiro,2015-04-26,48209.42857142857
Appignano,2015-04-16,73888.0
Appignano,2015-04-17,73605.85714285714
Appignano,2015-04-18,74273.71428571429
Appignano,2015-04-19,72139.28571428571
Appignano,2015-04-20,74395.28571428571
Appignano,2015-04-21,75157.14285714286
Appignano,2015-04-22,74216.57142857143
Appignano,2015-04-23,74782.28571428571
Appignano,2015-04-24,75150.0
Appignano,2015-04-25,73823.14285714286
Appignano,2015-04-26,72260.28571428571
Arcevia,2015-04-16,11041.42857142857
Arcevia,2015-04-17,11000.285714285714
Arcevia,2015-04-18,11222.714285714286
Arcevia,2015-04-19,10907.714285714286
Arcevia,2015-04-20,11123.714285714286
Arcevia,2015-04-21,11001.0
Arcevia,2015-04-22,11025.0
Arcevia,2015-04-23,10956.857142857143
Arcevia,2015-04-24,11193.285714285714
Arcevia,2015-04-25,11168.42857142857
Arcevia,2015-04-26,10970.857142857143
Barbara,2015-04-16,19153.85714285714
Barbara,2015-04-17,19182.14285714286
Barbara,2015-04-18,19565.0
Barbara,2015-04-19,18868.714285714286
Barbara,2015-04-20,19447.14285714286
Barbara,2015-04-21,19266.714285714286
Barbara,2015-04-22,19548.14285714286
Barbara,2015-04-23,18958.428571428572
Barbara,2015-04-24,19479.0
Barbara,2015-04-25,19472.14285714286
Barbara,2015-04-26,19076.428571428572
Belforte del Chienti,2015-04-16,34850.0
Belforte del Chienti,2015-04-17,34904.857142857145
Belforte del Chienti,2015-04-18,35611.57142857143
Belforte del Chienti,2015-04-19,34949.0
Belforte del Chienti,2015-04-20,34489.857142857145
Belforte del Chienti,2015-04-21,34672.57142857143
Belforte del Chienti,2015-04-22,35147.142857142855
Belforte del Chienti,2015-04-23,34711.28571428572
Belforte del Chienti,2015-04-24,34427.0
Belforte del Chienti,2015-04-25,34997.42857142857
Belforte del Chienti,2015-04-26,33753.857142857145
Belmonte Piceno,2015-04-16,17018.285714285714
Belmonte Piceno,2015-04-17,17413.14285714286
Belmonte Piceno,2015-04-18,17434.14285714286
Belmonte Piceno,2015-04-19,17406.428571428572
Belmonte Piceno,2015-04-20,17161.285714285714
Belmonte Piceno,2015-04-21,17058.14285714286
Belmonte Piceno,2015-04-22,17201.428571428572
Belmonte Piceno,2015-04-23,17313.428571428572
Belmonte Piceno,2015-04-24,17063.428571428572
Belmonte Piceno,2015-04-25,17075.14285714286
Belmonte Piceno,2015-04-26,16527.571428571428
Belvedere Ostrense,2015-04-16,42754.28571428572
Belvedere Ostrense,2015-04-17,42083.142857142855
Belvedere Ostrense,2015-04-18,43418.857142857145
Belvedere Ostrense,2015-04-19,42913.42857142857
Belvedere Ostrense,2015-04-20,42837.0
Belvedere Ostrense,2015-04-21,42607.857142857145
Belvedere Ostrense,2015-04-22,42792.71428571428
Belvedere Ostrense,2015-04-23,42893.71428571428
Belvedere Ostrense,2015-04-24,42897.71428571428
Belvedere Ostrense,2015-04-25,43514.42857142857
Belvedere Ostrense,2015-04-26,43889.57142857143
Bolognola,2015-04-16,2696.0
Bolognola,2015-04-17,2766.0
Bolognola,2015-04-18,2751.1428571428573
Bolognola,2015-04-19,2920.0
Bolognola,2015-04-20,2846.4285714285716
Bolognola,2015-04-21,2745.0
Bolognola,2015-04-22,2713.5714285714284
Bolognola,2015-04-23,2699.8571428571427
Bolognola,2015-04-24,2800.5714285714284
Bolognola,2015-04-25,2871.1428571428573
Bolognola,2015-04-26,3252.5714285714284
Caldarola,2015-04-16,38513.0
