comune,data,n_abitanti
Acquacanina,2015-09-16,4824.857142857143
Acquacanina,2015-09-17,4559.285714285715
Acquacanina,2015-09-18,4537.714285714285
Acquacanina,2015-09-19,4964.571428571428
Acquacanina,2015-09-20,5322.571428571428
Acquacanina,2015-09-21,4885.714285714285
Acquacanina,2015-09-22,4590.0
Acquacanina,2015-09-23,4791.0
Acquacanina,2015-09-24,4590.142857142857
Acquacanina,2015-09-25,915.8333333333334
Acquacanina,2015-09-26,4232.571428571428
Agugliano,2015-09-16,67805.71428571429
Agugliano,2015-09-17,67809.85714285714
Agugliano,2015-09-18,68360.71428571429
Agugliano,2015-09-19,68112.14285714286
Agugliano,2015-09-20,68209.57142857143
Agugliano,2015-09-21,68142.71428571429
Agugliano,2015-09-22,68739.71428571429
Agugliano,2015-09-23,69162.57142857143
Agugliano,2015-09-24,68661.42857142857
Agugliano,2015-09-25,26661.75
Agugliano,2015-09-26,62020.71428571428
Altidona,2015-09-16,40030.0
Altidona,2015-09-17,40920.0
Altidona,2015-09-18,40942.28571428572
Altidona,2015-09-19,42820.57142857143
Altidona,2015-09-20,40608.857142857145
Altidona,2015-09-21,37412.28571428572
Altidona,2015-09-22,38762.71428571428
Altidona,2015-09-23,38765.0
Altidona,2015-09-24,37974.42857142857
Altidona,2015-09-25,15165.166666666666
Altidona,2015-09-26,36413.0
Amandola,2015-09-16,16391.428571428572
Amandola,2015-09-17,16198.0
Amandola,2015-09-18,16583.285714285714
Amandola,2015-09-19,16385.85714285714
Amandola,2015-09-20,16878.285714285714
Amandola,2015-09-21,17031.428571428572
Amandola,2015-09-22,16795.714285714286
Amandola,2015-09-23,16423.14285714286
Amandola,2015-09-24,16445.428571428572
Amandola,2015-09-25,6089.000000000001
Amandola,2015-09-26,14531.714285714286
Ancona,2015-09-16,1889259.857142857
Ancona,2015-09-17,1888518.4285714286
Ancona,2015-09-18,1882853.142857143
Ancona,2015-09-19,1838316.5714285714
Ancona,2015-09-20,1786559.2857142857
Ancona,2015-09-21,1821839.857142857
Ancona,2015-09-22,1904304.4285714286
Ancona,2015-09-23,1899675.7142857143
Ancona,2015-09-24,1904737.0
Ancona,2015-09-25,931890.8333333334
Ancona,2015-09-26,1712437.7142857143
Apiro,2015-09-16,46796.0
