comune,data,n_abitanti
Acquacanina,2017-04-16,5463.571428571428
Acquacanina,2017-04-17,5783.714285714285
Acquacanina,2017-04-18,5390.285714285715
Acquacanina,2017-04-19,5103.428571428572
Acquacanina,2017-04-20,5101.285714285715
Acquacanina,2017-04-21,4963.428571428572
Acquacanina,2017-04-22,5015.142857142857
Acquacanina,2017-04-23,5187.714285714285
Acquacanina,2017-04-24,5371.142857142857
Acquacanina,2017-04-25,5422.0
Acquacanina,2017-04-26,5345.0
Agugliano,2017-04-16,65100.0
Agugliano,2017-04-17,65903.28571428571
Agugliano,2017-04-18,67796.85714285714
Agugliano,2017-04-19,69003.85714285714
Agugliano,2017-04-20,68462.42857142857
Agugliano,2017-04-21,68025.0
Agugliano,2017-04-22,67395.0
Agugliano,2017-04-23,64610.142857142855
Agugliano,2017-04-24,65106.28571428572
Agugliano,2017-04-25,64543.0
Agugliano,2017-04-26,67902.85714285714
Altidona,2017-04-16,65656.28571428571
Altidona,2017-04-17,66490.28571428571
Altidona,2017-04-18,62233.142857142855
Altidona,2017-04-19,61054.28571428572
Altidona,2017-04-20,59077.71428571428
Altidona,2017-04-21,60346.28571428572
Altidona,2017-04-22,61562.57142857143
Altidona,2017-04-23,64164.71428571428
Altidona,2017-04-24,62382.0
Altidona,2017-04-25,62906.0
Altidona,2017-04-26,59659.857142857145
Amandola,2017-04-16,32391.0
Amandola,2017-04-17,33151.857142857145
Amandola,2017-04-18,30829.14285714286
Amandola,2017-04-19,30532.285714285714
Amandola,2017-04-20,30442.571428571428
Amandola,2017-04-21,30145.571428571428
Amandola,2017-04-22,30325.714285714286
Amandola,2017-04-23,29960.0
Amandola,2017-04-24,30100.85714285714
Amandola,2017-04-25,30284.85714285714
Amandola,2017-04-26,30419.0
Ancona,2017-04-16,1873681.7142857143
Ancona,2017-04-17,1821208.142857143
Ancona,2017-04-18,1940148.857142857
Ancona,2017-04-19,2055100.142857143
Ancona,2017-04-20,2061437.857142857
Ancona,2017-04-21,2069792.857142857
Ancona,2017-04-22,2028998.2857142857
Ancona,2017-04-23,1956820.142857143
Ancona,2017-04-24,1920090.0
Ancona,2017-04-25,1954233.857142857
Ancona,2017-04-26,1994615.2857142857
Apiro,2017-04-16,52667.0
Apiro,2017-04-17,52243.142857142855
Apiro,2017-04-18,51256.57142857143
Apiro,2017-04-19,49679.0
Apiro,2017-04-20,49503.857142857145
Apiro,2017-04-21,50616.142857142855
Apiro,2017-04-22,49895.71428571428
Apiro,2017-04-23,50388.57142857143
Apiro,2017-04-24,49308.42857142857
Apiro,2017-04-25,49074.71428571428
Apiro,2017-04-26,49024.142857142855
Appignano,2017-04-16,76853.28571428571
Appignano,2017-04-17,74927.0
Appignano,2017-04-18,77451.28571428571
Appignano,2017-04-19,80563.28571428571
Appignano,2017-04-20,80583.57142857143
Appignano,2017-04-21,79914.57142857143
Appignano,2017-04-22,80452.57142857143
Appignano,2017-04-23,77956.71428571429
Appignano,2017-04-24,78363.57142857143
Appignano,2017-04-25,78664.57142857143
Appignano,2017-04-26,77965.42857142857
Arcevia,2017-04-16,14329.857142857143
Arcevia,2017-04-17,14456.42857142857
Arcevia,2017-04-18,14157.285714285714
Arcevia,2017-04-19,14234.714285714286
Arcevia,2017-04-20,14080.142857142857
Arcevia,2017-04-21,13937.42857142857
Arcevia,2017-04-22,14051.57142857143
Arcevia,2017-04-23,13858.0
Arcevia,2017-04-24,14035.42857142857
