comune,data,n_abitanti
Acquacanina,2016-08-16,17546.428571428572
Acquacanina,2016-08-17,16381.666682
Acquacanina,2016-08-18,16917.714285714286
Acquacanina,2016-08-19,15406.857142857143
Acquacanina,2016-08-20,14664.42857142857
Acquacanina,2016-08-21,14283.285714285714
Acquacanina,2016-08-22,12938.285714285714
Acquacanina,2016-08-23,12273.42857142857
Acquacanina,2016-08-24,12112.0
Acquacanina,2016-08-25,9248.57142857143
Acquacanina,2016-08-26,8654.285714285714
Acquacanina,2016-08-27,8430.57142857143
Acquacanina,2016-08-28,8675.57142857143
Acquacanina,2016-08-29,7749.0
Acquacanina,2016-08-30,7334.428571428572
Acquacanina,2016-08-31,6961.857142857143
Agugliano,2016-08-16,48987.142857142855
Agugliano,2016-08-17,50892.14309785714
Agugliano,2016-08-18,51152.142857142855
Agugliano,2016-08-19,51807.71428571428
Agugliano,2016-08-20,51385.42857142857
Agugliano,2016-08-21,50110.71428571428
Agugliano,2016-08-22,52269.857142857145
Agugliano,2016-08-23,53777.28571428572
Agugliano,2016-08-24,54153.857142857145
Agugliano,2016-08-25,54893.857142857145
Agugliano,2016-08-26,54621.857142857145
Agugliano,2016-08-27,65028.0
Agugliano,2016-08-28,60297.0
Agugliano,2016-08-29,65611.57142857143
Agugliano,2016-08-30,65298.0
Agugliano,2016-08-31,67534.14285714286
Altidona,2016-08-16,103873.0
Altidona,2016-08-17,97063.62004757141
Altidona,2016-08-18,96282.57142857143
Altidona,2016-08-19,93446.57142857143
Altidona,2016-08-20,92164.14285714286
Altidona,2016-08-21,91069.57142857143
Altidona,2016-08-22,82478.28571428571
Altidona,2016-08-23,80934.28571428571
Altidona,2016-08-24,80833.57142857143
Altidona,2016-08-25,81320.0
Altidona,2016-08-26,79791.71428571429
Altidona,2016-08-27,81252.57142857143
Altidona,2016-08-28,80114.28571428571
Altidona,2016-08-29,72646.71428571429
Altidona,2016-08-30,69704.57142857143
Altidona,2016-08-31,66810.42857142857
Amandola,2016-08-16,42067.71428571428
Amandola,2016-08-17,40856.76199957143
Amandola,2016-08-18,40841.57142857143
Amandola,2016-08-19,41081.71428571428
Amandola,2016-08-20,39993.42857142857
Amandola,2016-08-21,40827.142857142855
Amandola,2016-08-22,40168.0
Amandola,2016-08-23,36696.42857142857
Amandola,2016-08-24,36410.0
Amandola,2016-08-25,33042.0
Amandola,2016-08-26,32326.0
Amandola,2016-08-27,31945.571428571428
Amandola,2016-08-28,31224.714285714286
Amandola,2016-08-29,30437.571428571428
Amandola,2016-08-30,30823.85714285714
Amandola,2016-08-31,30616.85714285714
Ancona,2016-08-16,1644427.2857142857
