comune,data,n_abitanti
Acquacanina,2016-04-16,8300.0
Acquacanina,2016-04-17,8456.0
Acquacanina,2016-04-18,8240.42857142857
Acquacanina,2016-04-19,8124.285714285715
Acquacanina,2016-04-20,7962.428571428572
Acquacanina,2016-04-21,8194.714285714286
Acquacanina,2016-04-22,7960.3333367
Acquacanina,2016-04-23,0.0
Acquacanina,2016-04-24,0.0
Acquacanina,2016-04-25,0.0
Acquacanina,2016-04-26,0.0
Agugliano,2016-04-16,68933.0
Agugliano,2016-04-17,65794.42857142857
Agugliano,2016-04-18,68541.14285714286
Agugliano,2016-04-19,69242.42857142857
Agugliano,2016-04-20,68883.57142857143
Agugliano,2016-04-21,71065.85714285714
Agugliano,2016-04-22,67869.09536028572
Agugliano,2016-04-23,0.0
Agugliano,2016-04-24,0.0
Agugliano,2016-04-25,0.0
Agugliano,2016-04-26,0.0
Altidona,2016-04-16,49169.42857142857
Altidona,2016-04-17,47932.57142857143
Altidona,2016-04-18,46835.0
Altidona,2016-04-19,46206.857142857145
Altidona,2016-04-20,46950.57142857143
Altidona,2016-04-21,46751.0
Altidona,2016-04-22,46543.1430225
Altidona,2016-04-23,0.0
Altidona,2016-04-24,0.0
Altidona,2016-04-25,0.0
Altidona,2016-04-26,0.0
Amandola,2016-04-16,31991.714285714286
Amandola,2016-04-17,32580.714285714286
Amandola,2016-04-18,32014.0
Amandola,2016-04-19,29944.0
Amandola,2016-04-20,29811.0
Amandola,2016-04-21,31194.714285714286
Amandola,2016-04-22,31283.095274714284
Amandola,2016-04-23,0.0
Amandola,2016-04-24,0.0
Amandola,2016-04-25,0.0
Amandola,2016-04-26,0.0
Ancona,2016-04-16,1954602.4285714286
Ancona,2016-04-17,1878748.2857142857
Ancona,2016-04-18,1929460.5714285714
Ancona,2016-04-19,2013168.142857143
Ancona,2016-04-20,2027227.4285714286
Ancona,2016-04-21,2037291.7142857143
Ancona,2016-04-22,2077569.9609805713
Ancona,2016-04-23,0.0
Ancona,2016-04-24,0.0
Ancona,2016-04-25,0.0
Ancona,2016-04-26,0.0
Apiro,2016-04-16,54994.142857142855
Apiro,2016-04-17,54596.71428571428
Apiro,2016-04-18,55212.57142857143
Apiro,2016-04-19,55178.28571428572
Apiro,2016-04-20,54886.71428571428
Apiro,2016-04-21,54902.0
Apiro,2016-04-22,54850.6666942
Apiro,2016-04-23,0.0
Apiro,2016-04-24,0.0
Apiro,2016-04-25,0.0
Apiro,2016-04-26,0.0
Appignano,2016-04-16,71622.71428571429
Appignano,2016-04-17,69838.71428571429
Appignano,2016-04-18,72248.0
Appignano,2016-04-19,71554.28571428571
Appignano,2016-04-20,71771.85714285714
Appignano,2016-04-21,72770.57142857143
Appignano,2016-04-22,70968.28589285715
Appignano,2016-04-23,0.0
Appignano,2016-04-24,0.0
Appignano,2016-04-25,0.0
Appignano,2016-04-26,0.0
Arcevia,2016-04-16,12681.0
Arcevia,2016-04-17,12589.57142857143
Arcevia,2016-04-18,12725.857142857143
Arcevia,2016-04-19,12614.57142857143
Arcevia,2016-04-20,12595.42857142857
Arcevia,2016-04-21,12660.285714285714
Arcevia,2016-04-22,12772.857158142859
Arcevia,2016-04-23,0.0
Arcevia,2016-04-24,0.0
Arcevia,2016-04-25,0.0
Arcevia,2016-04-26,0.0
Barbara,2016-04-16,22421.0
Barbara,2016-04-17,22040.571428571428
Barbara,2016-04-18,22768.0
Barbara,2016-04-19,22190.714285714286
Barbara,2016-04-20,22358.0
Barbara,2016-04-21,22349.714285714286
Barbara,2016-04-22,22564.190523571426
Barbara,2016-04-23,0.0
Barbara,2016-04-24,0.0
Barbara,2016-04-25,0.0
Barbara,2016-04-26,0.0
Belforte del Chienti,2016-04-16,38872.857142857145
Belforte del Chienti,2016-04-17,38042.28571428572
Belforte del Chienti,2016-04-18,38208.857142857145
Belforte del Chienti,2016-04-19,38687.71428571428
Belforte del Chienti,2016-04-20,38606.57142857143
Belforte del Chienti,2016-04-21,38811.28571428572
Belforte del Chienti,2016-04-22,38855.571517285716
Belforte del Chienti,2016-04-23,0.0
Belforte del Chienti,2016-04-24,0.0
Belforte del Chienti,2016-04-25,0.0
Belforte del Chienti,2016-04-26,0.0
Belmonte Piceno,2016-04-16,17414.285714285714
Belmonte Piceno,2016-04-17,16784.14285714286
Belmonte Piceno,2016-04-18,17519.428571428572
Belmonte Piceno,2016-04-19,17455.85714285714
Belmonte Piceno,2016-04-20,17418.85714285714
Belmonte Piceno,2016-04-21,17424.714285714286
Belmonte Piceno,2016-04-22,17657.190491285714
Belmonte Piceno,2016-04-23,0.0
Belmonte Piceno,2016-04-24,0.0
Belmonte Piceno,2016-04-25,0.0
Belmonte Piceno,2016-04-26,0.0
Belvedere Ostrense,2016-04-16,40976.142857142855
Belvedere Ostrense,2016-04-17,40348.857142857145
Belvedere Ostrense,2016-04-18,40921.857142857145
Belvedere Ostrense,2016-04-19,40401.71428571428
Belvedere Ostrense,2016-04-20,40735.57142857143
Belvedere Ostrense,2016-04-21,40911.71428571428
Belvedere Ostrense,2016-04-22,40200.85719114286
Belvedere Ostrense,2016-04-23,0.0
Belvedere Ostrense,2016-04-24,0.0
Belvedere Ostrense,2016-04-25,0.0
Belvedere Ostrense,2016-04-26,0.0
Bolognola,2016-04-16,2554.285714285714
Bolognola,2016-04-17,2584.1428571428573
Bolognola,2016-04-18,2601.8571428571427
Bolognola,2016-04-19,2569.4285714285716
Bolognola,2016-04-20,2476.5714285714284
Bolognola,2016-04-21,2547.8571428571427
Bolognola,2016-04-22,2494.142857971429
Bolognola,2016-04-23,0.0
Bolognola,2016-04-24,0.0
Bolognola,2016-04-25,0.0
Bolognola,2016-04-26,0.0
Caldarola,2016-04-16,39829.57142857143
Caldarola,2016-04-17,39297.57142857143
Caldarola,2016-04-18,39005.71428571428
Caldarola,2016-04-19,39597.0
Caldarola,2016-04-20,40065.57142857143
Caldarola,2016-04-21,40180.0
Caldarola,2016-04-22,40090.42862842857
Caldarola,2016-04-23,0.0
Caldarola,2016-04-24,0.0
Caldarola,2016-04-25,0.0
Caldarola,2016-04-26,0.0
Camerano,2016-04-16,114826.0
Camerano,2016-04-17,112315.0
