COMUNE,2015-04,2015-05,2015-09,2016-04,2016-05,2016-08,2016-09,2016-10,2017-04,2017-05,2017-09,2017-10,2018-04
Pievebovigliana,0,-0.161556279548242,-14.865420548091969,0.9447486031376977,2.652729445100942,32.01300189478827,4.928590963729995,6.160249030263298,-33.22596768729321,-32.758782038307785,-36.684810009960344,-32.412310196762064,-27.023806155678752
Pioraco,0,25.61490948510661,4.644600324670021,31.175390178046246,35.6695459867779,28.02437198521972,32.95473259965865,37.48436824169637,29.088553119022126,36.848782306387854,41.391267208507294,30.75949985612444,30.24254335720398
Poggio San Marcello,0,-2.515958347690512,5.263078022777124,-21.580263665818723,-21.93313819984848,-22.78739137725431,-25.45175277688258,-29.436096792296457,-25.908934285533764,-26.590698047302425,-29.51355908716606,-33.83244040208188,-32.94583603442603
Poggio San Vicino,0,-2.943374129659724,-23.854134580096716,14.0638961000449,16.088066388320456,19.98320020205328,16.63123801042426,13.811991253137505,-1.7855636104494401,-4.018128086029091,-7.783121727169847,-11.425512902232146,-18.461828715069885
Pollenza,0,7.045180890822568,2.86606680426193,9.6030982040264,7.524910252832931,-13.089842502194522,-1.9534471042259318,5.504013889570843,24.095725521301336,25.72776073915555,23.13396482020162,28.58833318097707,34.189968196789536
Polverigi,0,-0.962595706321361,-12.832368693570807,-3.1274400169456684,1.1525962092752535,-1.2301312893174727,13.192751273827438,12.873743098892335,16.66531900817492,18.86748325743888,28.721800729670026,21.276729097429907,14.477258424155231
Ponzano di Fermo,0,-3.4788358612002197,-1.8352733728508108,12.011489829191774,11.209907724532703,5.25040579464194,13.808571956188626,15.296833631606457,1.5598262988482199,-0.9067467967245496,6.690298337639586,0.7838628051762995,0.6881817406629714
Porto Recanati,0,2.066143700707057,8.138635400850463,7.643212385833677,11.235224546089045,132.10794570355867,24.455488683488184,7.908150985884824,12.367287751964893,9.241362324057496,15.004096735273448,0.9766959594574796,2.0176661026461646
Porto San Giorgio,0,5.845072186743048,3.7452049002198216,11.842391446597203,11.449386098321066,82.31533941870725,21.62852679406414,21.620913980312224,20.11606379100126,15.574412335774204,23.100037480338624,9.179235308667968,14.857046518507836
Porto Sant'Elpidio,0,1.5412941495409087,-11.519957881350388,15.508529373225027,14.77437461982857,49.46017970843273,18.324834158543965,16.5765494474277,26.30224759185207,20.18760387799558,20.72313327717601,19.029673669281387,19.814771456621504
Potenza Picena,0,2.474580880365888,-13.711618757029129,14.181095475680772,14.860693178620144,35.675900806794516,14.327940635978456,12.799662967563775,18.88660595250459,17.66720333374117,14.501200021307756,8.59527089200975,7.451504358322062
Rapagnano,0,-5.62706436508759,-19.15158826914147,-6.395549001338524,-7.292784949870576,-16.4785309468741,-7.36070597296344,-7.595551038756142,-2.5778369853685064,-5.290471995926536,-2.5298716778879173,-5.328981456099072,-6.140310058326954
Recanati,0,-4.292270219916853,-6.301970657910985,7.977580104329688,7.574706538529884,-0.12002496055030358,6.189404275695537,-0.3972878091186063,10.271870172663661,17.039390613741865,8.691285837829458,7.447883930205933,6.160716277143203
Ripatransone,0,4.480275142166983,-4.33198171419243,11.34644785001438,13.29162446768619,37.618748154667216,13.581678064483693,9.862371142656919,21.70109891633593,13.9894747606285,9.856044906455464,6.730104276015688,11.69745868255214
Ripe San Ginesio,0,-5.645464337379,-9.708078218099127,-1.4374514643504512,0.7424088737501042,-0.17419357044590408,0.6575672701541403,10.427355946400924,6.361775001143469,9.351141101631466,-4.610145656710793,11.02510360809995,19.1641427933814
Rosora,0,-8.346412875499052,-27.25466499945803,36.39845269437934,37.8631793847196,42.87791836846473,43.45333436137084,47.981548961961515,45.621599514587544,41.2579826552197,50.59312175874868,57.578301257446306,57.417955345180395
