comune,data,n_abitanti
Acquacanina,2018-04-01,5473.0
Acquacanina,2018-04-02,5998.571428571428
Acquacanina,2018-04-03,5606.571428571428
Acquacanina,2018-04-04,4984.714285714285
Acquacanina,2018-04-05,4847.142857142857
Acquacanina,2018-04-06,5369.857142857143
Acquacanina,2018-04-07,5402.571428571428
Acquacanina,2018-04-08,5448.0
Acquacanina,2018-04-09,5378.571428571428
Acquacanina,2018-04-10,5395.428571428572
Acquacanina,2018-04-11,5294.857142857143
Acquacanina,2018-04-12,5466.285714285715
Agugliano,2018-04-01,61241.142857142855
Agugliano,2018-04-02,60763.42857142857
Agugliano,2018-04-03,63461.857142857145
Agugliano,2018-04-04,65459.0
Agugliano,2018-04-05,64021.28571428572
Agugliano,2018-04-06,74671.85714285714
Agugliano,2018-04-07,73610.85714285714
Agugliano,2018-04-08,70694.42857142857
Agugliano,2018-04-09,73625.85714285714
Agugliano,2018-04-10,75135.14285714286
Agugliano,2018-04-11,73605.42857142857
Agugliano,2018-04-12,76757.42857142857
Altidona,2018-04-01,55508.0
Altidona,2018-04-02,57770.857142857145
Altidona,2018-04-03,57125.42857142857
Altidona,2018-04-04,55268.0
Altidona,2018-04-05,52688.71428571428
Altidona,2018-04-06,59758.857142857145
Altidona,2018-04-07,58878.857142857145
Altidona,2018-04-08,57947.0
Altidona,2018-04-09,58180.28571428572
Altidona,2018-04-10,59669.28571428572
Altidona,2018-04-11,58319.857142857145
Altidona,2018-04-12,61630.142857142855
Amandola,2018-04-01,29452.285714285714
Amandola,2018-04-02,29437.428571428572
Amandola,2018-04-03,27980.285714285714
Amandola,2018-04-04,26835.0
Amandola,2018-04-05,26324.285714285714
Amandola,2018-04-06,30366.571428571428
Amandola,2018-04-07,30364.14285714286
Amandola,2018-04-08,30410.0
Amandola,2018-04-09,29499.0
Amandola,2018-04-10,29328.571428571428
Amandola,2018-04-11,29232.428571428572
Amandola,2018-04-12,30645.571428571428
Ancona,2018-04-01,1653889.4285714286
Ancona,2018-04-02,1603586.857142857
Ancona,2018-04-03,1705652.857142857
Ancona,2018-04-04,1819056.857142857
Ancona,2018-04-05,1830676.5714285714
Ancona,2018-04-06,2042230.5714285714
