comune,data,n_abitanti
Acquacanina,2016-10-16,6646.285714285715
Acquacanina,2016-10-17,5994.857142857143
Acquacanina,2016-10-18,5897.142857142857
Acquacanina,2016-10-19,5886.428571428572
Acquacanina,2016-10-20,5461.428571428572
Acquacanina,2016-10-21,5982.857142857143
Acquacanina,2016-10-22,6081.428571428572
Acquacanina,2016-10-23,6274.571428571428
Acquacanina,2016-10-24,6067.428571428572
Acquacanina,2016-10-25,5858.428571428572
Acquacanina,2016-10-26,5820.857142857143
Agugliano,2016-10-16,65484.57142857143
Agugliano,2016-10-17,67164.14285714286
Agugliano,2016-10-18,68644.85714285714
Agugliano,2016-10-19,67074.71428571429
Agugliano,2016-10-20,67762.28571428571
Agugliano,2016-10-21,68261.85714285714
Agugliano,2016-10-22,67727.57142857143
Agugliano,2016-10-23,65032.857142857145
Agugliano,2016-10-24,67822.85714285714
Agugliano,2016-10-25,68404.85714285714
Agugliano,2016-10-26,68688.57142857143
Altidona,2016-10-16,48143.0
Altidona,2016-10-17,47219.0
Altidona,2016-10-18,46949.57142857143
Altidona,2016-10-19,47711.71428571428
Altidona,2016-10-20,47809.28571428572
Altidona,2016-10-21,46603.28571428572
Altidona,2016-10-22,48842.42857142857
Altidona,2016-10-23,48563.0
Altidona,2016-10-24,47666.71428571428
Altidona,2016-10-25,47053.71428571428
Altidona,2016-10-26,47339.857142857145
Amandola,2016-10-16,34232.857142857145
Amandola,2016-10-17,33532.71428571428
Amandola,2016-10-18,32702.285714285714
Amandola,2016-10-19,33197.142857142855
Amandola,2016-10-20,32835.28571428572
Amandola,2016-10-21,32925.57142857143
Amandola,2016-10-22,33119.42857142857
Amandola,2016-10-23,34217.28571428572
Amandola,2016-10-24,32995.57142857143
Amandola,2016-10-25,32898.0
Amandola,2016-10-26,32591.285714285714
Ancona,2016-10-16,1950267.2857142857
Ancona,2016-10-17,1976199.5714285714
Ancona,2016-10-18,2070271.142857143
Ancona,2016-10-19,2070489.2857142857
Ancona,2016-10-20,2081322.4285714286
Ancona,2016-10-21,2059362.5714285714
Ancona,2016-10-22,2003429.857142857
Ancona,2016-10-23,1953316.7142857143
Ancona,2016-10-24,1980057.0
Ancona,2016-10-25,2067435.4285714286
Ancona,2016-10-26,2071538.0
Apiro,2016-10-16,53977.0
Apiro,2016-10-17,53982.57142857143
Apiro,2016-10-18,53709.71428571428
Apiro,2016-10-19,53677.28571428572
Apiro,2016-10-20,54446.142857142855
Apiro,2016-10-21,53967.57142857143
Apiro,2016-10-22,53740.57142857143
Apiro,2016-10-23,52970.857142857145
Apiro,2016-10-24,53352.0
Apiro,2016-10-25,54289.142857142855
Apiro,2016-10-26,54480.71428571428
Appignano,2016-10-16,79800.57142857143
Appignano,2016-10-17,75099.0
Appignano,2016-10-18,73096.14285714286
Appignano,2016-10-19,76157.71428571429
Appignano,2016-10-20,75159.71428571429
Appignano,2016-10-21,74545.28571428571
Appignano,2016-10-22,74718.85714285714
Appignano,2016-10-23,71270.57142857143
Appignano,2016-10-24,72816.57142857143
Appignano,2016-10-25,75426.0
Appignano,2016-10-26,72318.0
Arcevia,2016-10-16,12384.57142857143
Arcevia,2016-10-17,12539.142857142857
Arcevia,2016-10-18,12319.0
Arcevia,2016-10-19,12186.57142857143
Arcevia,2016-10-20,12437.42857142857
Arcevia,2016-10-21,12375.857142857143
Arcevia,2016-10-22,12148.142857142857
Arcevia,2016-10-23,12009.285714285714
Arcevia,2016-10-24,12456.0
Arcevia,2016-10-25,12198.714285714286
Arcevia,2016-10-26,12470.857142857143
Barbara,2016-10-16,20341.285714285714
Barbara,2016-10-17,20680.714285714286
Barbara,2016-10-18,20602.0
Barbara,2016-10-19,20756.85714285714
Barbara,2016-10-20,20817.571428571428
Barbara,2016-10-21,20770.85714285714
Barbara,2016-10-22,20366.285714285714
Barbara,2016-10-23,20211.14285714286
Barbara,2016-10-24,20423.14285714286
Barbara,2016-10-25,20471.85714285714
Barbara,2016-10-26,20636.285714285714
Belforte del Chienti,2016-10-16,39874.28571428572
Belforte del Chienti,2016-10-17,39661.857142857145
Belforte del Chienti,2016-10-18,40413.57142857143
Belforte del Chienti,2016-10-19,40429.57142857143
Belforte del Chienti,2016-10-20,40616.57142857143
Belforte del Chienti,2016-10-21,40700.0
Belforte del Chienti,2016-10-22,41045.857142857145
Belforte del Chienti,2016-10-23,39795.0
Belforte del Chienti,2016-10-24,39979.28571428572
Belforte del Chienti,2016-10-25,40191.857142857145
Belforte del Chienti,2016-10-26,40126.57142857143
Belmonte Piceno,2016-10-16,17579.285714285714
Belmonte Piceno,2016-10-17,17444.571428571428
Belmonte Piceno,2016-10-18,17313.85714285714
Belmonte Piceno,2016-10-19,17331.428571428572
Belmonte Piceno,2016-10-20,17556.85714285714
Belmonte Piceno,2016-10-21,17640.14285714286
Belmonte Piceno,2016-10-22,17403.0
Belmonte Piceno,2016-10-23,17313.571428571428
Belmonte Piceno,2016-10-24,17425.571428571428
Belmonte Piceno,2016-10-25,17320.285714285714
Belmonte Piceno,2016-10-26,17421.428571428572
Belvedere Ostrense,2016-10-16,66507.57142857143
Belvedere Ostrense,2016-10-17,63013.142857142855
Belvedere Ostrense,2016-10-18,63229.142857142855
Belvedere Ostrense,2016-10-19,62660.57142857143
Belvedere Ostrense,2016-10-20,61436.28571428572
Belvedere Ostrense,2016-10-21,62785.857142857145
Belvedere Ostrense,2016-10-22,60858.57142857143
Belvedere Ostrense,2016-10-23,63420.28571428572
Belvedere Ostrense,2016-10-24,62913.142857142855
Belvedere Ostrense,2016-10-25,61185.28571428572
Belvedere Ostrense,2016-10-26,62196.57142857143
Bolognola,2016-10-16,2415.5714285714284
Bolognola,2016-10-17,2320.4285714285716
Bolognola,2016-10-18,2274.714285714286
Bolognola,2016-10-19,2244.4285714285716
Bolognola,2016-10-20,2041.142857142857
Bolognola,2016-10-21,2374.1428571428573
Bolognola,2016-10-22,2330.5714285714284
Bolognola,2016-10-23,2405.4285714285716
Bolognola,2016-10-24,2316.1428571428573
Bolognola,2016-10-25,2229.8571428571427
Bolognola,2016-10-26,2241.8571428571427
Caldarola,2016-10-16,44362.142857142855
Caldarola,2016-10-17,44368.71428571428
Caldarola,2016-10-18,43195.857142857145
Caldarola,2016-10-19,43992.42857142857
Caldarola,2016-10-20,44922.42857142857
Caldarola,2016-10-21,44278.71428571428
Caldarola,2016-10-22,44258.28571428572
Caldarola,2016-10-23,43725.142857142855
Caldarola,2016-10-24,44105.142857142855
Caldarola,2016-10-25,44316.0
Caldarola,2016-10-26,43913.42857142857
Camerano,2016-10-16,116694.0
Camerano,2016-10-17,117462.85714285714
Camerano,2016-10-18,120995.57142857143
Camerano,2016-10-19,118645.14285714286
Camerano,2016-10-20,121823.14285714286
Camerano,2016-10-21,121853.71428571429
Camerano,2016-10-22,121950.28571428571
Camerano,2016-10-23,118996.42857142857
Camerano,2016-10-24,117029.14285714286
Camerano,2016-10-25,119304.85714285714
Camerano,2016-10-26,120630.0
Camerata Picena,2016-10-16,60211.0
Camerata Picena,2016-10-17,60566.42857142857
Camerata Picena,2016-10-18,62851.42857142857
Camerata Picena,2016-10-19,62115.71428571428
Camerata Picena,2016-10-20,62108.71428571428
Camerata Picena,2016-10-21,62709.857142857145
Camerata Picena,2016-10-22,61943.71428571428
Camerata Picena,2016-10-23,59166.857142857145
Camerata Picena,2016-10-24,60719.857142857145
Camerata Picena,2016-10-25,61805.0
Camerata Picena,2016-10-26,61996.857142857145
Camerino,2016-10-16,172592.7142857143
Camerino,2016-10-17,178967.7142857143
Camerino,2016-10-18,192826.7142857143
Camerino,2016-10-19,194146.14285714287
Camerino,2016-10-20,194615.14285714287
Camerino,2016-10-21,190995.85714285713
Camerino,2016-10-22,177692.14285714287
Camerino,2016-10-23,175524.7142857143
Camerino,2016-10-24,180002.42857142858
Camerino,2016-10-25,193554.2857142857
Camerino,2016-10-26,195346.57142857142
Campofilone,2016-10-16,19158.85714285714
Campofilone,2016-10-17,18771.428571428572
Campofilone,2016-10-18,18180.14285714286
Campofilone,2016-10-19,18787.0
Campofilone,2016-10-20,19170.285714285714
Campofilone,2016-10-21,18774.571428571428
Campofilone,2016-10-22,18278.85714285714
Campofilone,2016-10-23,18500.85714285714
Campofilone,2016-10-24,18190.85714285714
Campofilone,2016-10-25,17744.428571428572
Campofilone,2016-10-26,18335.285714285714
Camporotondo di Fiastrone,2016-10-16,8786.285714285714
Camporotondo di Fiastrone,2016-10-17,8874.42857142857
Camporotondo di Fiastrone,2016-10-18,8668.142857142857
Camporotondo di Fiastrone,2016-10-19,8587.142857142857
Camporotondo di Fiastrone,2016-10-20,7285.714285714285
Camporotondo di Fiastrone,2016-10-21,8638.42857142857
Camporotondo di Fiastrone,2016-10-22,8760.42857142857
Camporotondo di Fiastrone,2016-10-23,8667.285714285714
Camporotondo di Fiastrone,2016-10-24,8790.42857142857
Camporotondo di Fiastrone,2016-10-25,8711.0
Camporotondo di Fiastrone,2016-10-26,8647.0
Carassai,2016-10-16,21599.714285714286
Carassai,2016-10-17,21187.0
Carassai,2016-10-18,21186.428571428572
Carassai,2016-10-19,20902.14285714286
Carassai,2016-10-20,21119.85714285714
Carassai,2016-10-21,21279.285714285714
Carassai,2016-10-22,21405.571428571428
Carassai,2016-10-23,21228.714285714286
Carassai,2016-10-24,21023.714285714286
Carassai,2016-10-25,21161.714285714286
Carassai,2016-10-26,20756.0
Castelbellino,2016-10-16,51198.0
Castelbellino,2016-10-17,50593.857142857145
Castelbellino,2016-10-18,51693.142857142855
Castelbellino,2016-10-19,51403.71428571428
Castelbellino,2016-10-20,51415.57142857143
Castelbellino,2016-10-21,51773.71428571428
Castelbellino,2016-10-22,51285.42857142857
