comune,data,n_abitanti
Acquacanina,2017-05-16,4961.285714285715
Acquacanina,2017-05-17,5023.428571428572
Acquacanina,2017-05-18,4781.142857142857
Acquacanina,2017-05-19,4902.714285714285
Acquacanina,2017-05-20,5080.285714285715
Acquacanina,2017-05-21,5218.857142857143
Acquacanina,2017-05-22,5075.285714285715
Acquacanina,2017-05-23,5000.571428571428
Acquacanina,2017-05-24,4953.714285714285
Acquacanina,2017-05-25,5010.0
Acquacanina,2017-05-26,5139.571428571428
Agugliano,2017-05-16,68855.85714285714
Agugliano,2017-05-17,69401.57142857143
Agugliano,2017-05-18,67970.28571428571
Agugliano,2017-05-19,69000.28571428571
Agugliano,2017-05-20,68105.57142857143
Agugliano,2017-05-21,65665.57142857143
Agugliano,2017-05-22,67729.28571428571
Agugliano,2017-05-23,69215.42857142857
Agugliano,2017-05-24,68559.28571428571
Agugliano,2017-05-25,68960.0
Agugliano,2017-05-26,68839.42857142857
Altidona,2017-05-16,60340.28571428572
Altidona,2017-05-17,60093.0
Altidona,2017-05-18,50427.57142857143
Altidona,2017-05-19,51032.142857142855
Altidona,2017-05-20,51496.71428571428
Altidona,2017-05-21,52183.142857142855
Altidona,2017-05-22,51099.142857142855
Altidona,2017-05-23,50428.28571428572
Altidona,2017-05-24,50497.0
Altidona,2017-05-25,49936.71428571428
Altidona,2017-05-26,50802.857142857145
Amandola,2017-05-16,30863.285714285714
Amandola,2017-05-17,30522.571428571428
Amandola,2017-05-18,30608.714285714286
Amandola,2017-05-19,31098.714285714286
Amandola,2017-05-20,32922.857142857145
Amandola,2017-05-21,32893.142857142855
Amandola,2017-05-22,31185.85714285714
Amandola,2017-05-23,30761.85714285714
Amandola,2017-05-24,30697.571428571428
Amandola,2017-05-25,30513.285714285714
Amandola,2017-05-26,30670.0
Ancona,2017-05-16,2110463.714285714
Ancona,2017-05-17,2088160.2857142857
Ancona,2017-05-18,2081810.142857143
Ancona,2017-05-19,2052317.142857143
Ancona,2017-05-20,2022873.142857143
Ancona,2017-05-21,1966965.7142857143
Ancona,2017-05-22,1985270.857142857
Ancona,2017-05-23,2059825.5714285714
Ancona,2017-05-24,2061380.2857142857
Ancona,2017-05-25,2080364.7142857143
Ancona,2017-05-26,2059104.5714285714
Apiro,2017-05-16,49420.42857142857
Apiro,2017-05-17,48596.28571428572
Apiro,2017-05-18,48983.0
Apiro,2017-05-19,49257.28571428572
Apiro,2017-05-20,48096.28571428572
Apiro,2017-05-21,49317.0
Apiro,2017-05-22,47916.57142857143
Apiro,2017-05-23,47698.71428571428
Apiro,2017-05-24,48760.0
Apiro,2017-05-25,48403.71428571428
Apiro,2017-05-26,48689.42857142857
Appignano,2017-05-16,78970.57142857143
Appignano,2017-05-17,76652.14285714286
Appignano,2017-05-18,78691.42857142857
Appignano,2017-05-19,78797.28571428571
Appignano,2017-05-20,79753.85714285714
Appignano,2017-05-21,77544.71428571429
Appignano,2017-05-22,76943.85714285714
Appignano,2017-05-23,79121.57142857143
Appignano,2017-05-24,78698.85714285714
Appignano,2017-05-25,79994.42857142857
Appignano,2017-05-26,79627.28571428571
Arcevia,2017-05-16,13485.42857142857
Arcevia,2017-05-17,13627.57142857143
Arcevia,2017-05-18,13147.142857142857
Arcevia,2017-05-19,13121.857142857143
Arcevia,2017-05-20,13157.285714285714
Arcevia,2017-05-21,13052.714285714286
Arcevia,2017-05-22,12894.714285714286
Arcevia,2017-05-23,12914.42857142857
Arcevia,2017-05-24,13118.857142857143
Arcevia,2017-05-25,13133.714285714286
Arcevia,2017-05-26,13339.857142857143
Barbara,2017-05-16,22936.571428571428
Barbara,2017-05-17,22844.714285714286
Barbara,2017-05-18,22785.571428571428
Barbara,2017-05-19,22329.285714285714
Barbara,2017-05-20,22530.85714285714
Barbara,2017-05-21,22641.714285714286
Barbara,2017-05-22,22535.14285714286
Barbara,2017-05-23,22529.285714285714
Barbara,2017-05-24,22763.428571428572
Barbara,2017-05-25,22305.571428571428
Barbara,2017-05-26,22992.0
Belforte del Chienti,2017-05-16,40879.71428571428
Belforte del Chienti,2017-05-17,41855.71428571428
Belforte del Chienti,2017-05-18,41581.28571428572
Belforte del Chienti,2017-05-19,40964.71428571428
Belforte del Chienti,2017-05-20,42974.57142857143
Belforte del Chienti,2017-05-21,41033.28571428572
Belforte del Chienti,2017-05-22,40619.57142857143
Belforte del Chienti,2017-05-23,40785.857142857145
Belforte del Chienti,2017-05-24,40087.42857142857
Belforte del Chienti,2017-05-25,41853.42857142857
Belforte del Chienti,2017-05-26,41003.71428571428
Belmonte Piceno,2017-05-16,16725.14285714286
Belmonte Piceno,2017-05-17,17057.714285714286
Belmonte Piceno,2017-05-18,16584.285714285714
Belmonte Piceno,2017-05-19,16538.571428571428
Belmonte Piceno,2017-05-20,16596.571428571428
Belmonte Piceno,2017-05-21,16771.714285714286
Belmonte Piceno,2017-05-22,16456.285714285714
Belmonte Piceno,2017-05-23,16456.428571428572
Belmonte Piceno,2017-05-24,16590.0
Belmonte Piceno,2017-05-25,16701.285714285714
Belmonte Piceno,2017-05-26,16668.0
Belvedere Ostrense,2017-05-16,44925.42857142857
Belvedere Ostrense,2017-05-17,45079.42857142857
Belvedere Ostrense,2017-05-18,45337.857142857145
Belvedere Ostrense,2017-05-19,45028.28571428572
Belvedere Ostrense,2017-05-20,45426.42857142857
Belvedere Ostrense,2017-05-21,45269.857142857145
Belvedere Ostrense,2017-05-22,45451.71428571428
Belvedere Ostrense,2017-05-23,46685.857142857145
Belvedere Ostrense,2017-05-24,44714.28571428572
Belvedere Ostrense,2017-05-25,45591.0
